species,log_svl_mm,repro_mode
Aspidoscelis_guttata,4.976734,Oviparous
Aspidoscelis_hyperythra,4.279440,Oviparous
Aspidoscelis_inornata,4.343805,Oviparous
Aspidoscelis_labialis,4.143135,Oviparous
Aspidoscelis_laredoensis,4.499810,Oviparous
Aspidoscelis_lineattissima,4.718499,Oviparous
Aspidoscelis_marmorata,4.672829,Oviparous
Cnemidophorus_martyris,4.382027,Oviparous
Aspidoscelis_maslini,4.306764,Oviparous
Aspidoscelis_maxima,4.919981,Oviparous
Aspidoscelis_mexicana,4.532599,Oviparous
Aspidoscelis_motaguae,4.976734,Oviparous
Aspidoscelis_neomexicana,4.454347,Oviparous
Aspidoscelis_neotesselata,4.672829,Oviparous
Aspidoscelis_opatae,4.262680,Oviparous
Aspidoscelis_pai,4.442651,Oviparous
Aspidoscelis_parvisocia,4.369448,Oviparous
Aspidoscelis_rodecki,4.330733,Oviparous
Aspidoscelis_sackii,5.030438,Oviparous
Aspidoscelis_scalaris,4.828314,Oviparous
Aspidoscelis_sexlineata,4.510860,Oviparous
Aspidoscelis_sonorae,4.615121,Oviparous
Aspidoscelis_stictogramma,4.941642,Oviparous
Aspidoscelis_tesselata,4.672829,Oviparous
Aspidoscelis_tigris,4.919981,Oviparous
Aspidoscelis_uniparens,4.454347,Oviparous
Aspidoscelis_velox,4.488636,Oviparous
Atlantolacerta_andreanskyi,4.007333,Oviparous
Aurivela_longicauda,4.248495,Oviparous
Aurivela_tergolaevigata,4.174387,Oviparous
Australolacerta_australis,4.248495,Oviparous
NA,3.988984,Oviparous
Bachia_bicolor,4.356709,Oviparous
NA,4.248495,Oviparous
Bachia_bresslaui,4.646312,Oviparous
Bachia_cacerensis,4.410371,Oviparous
Bachia_didactyla,4.484132,Oviparous
Bachia_dorbignyi,4.382027,Oviparous
Bachia_flavescens,4.382027,Oviparous
Bachia_geralista,4.618086,Oviparous
Bachia_heteropa,4.158883,Oviparous
Bachia_micromela,4.442651,Oviparous
Bachia_pallidiceps,4.290459,Oviparous
Bachia_panoplia,4.442651,Oviparous
Bachia_psamophila,4.304065,Oviparous
Bachia_scaea,4.234107,Oviparous
Bachia_scolecoides,4.356709,Oviparous
NA,4.158883,Oviparous
Bachia_trisanale,4.369448,Oviparous
Callopistes_flavipunctatus,5.783825,Oviparous
Callopistes_maculatus,5.153292,Oviparous
Calyptommatus_confusionibus,4.276666,Oviparous
Calyptommatus_leiolepis,4.369448,Oviparous
Calyptommatus_nicterus,4.234107,Oviparous
Calyptommatus_sinebrachiatus,4.262680,Oviparous
Caparaonia_itaiquara,4.094345,Oviparous
Cercosaura_argulus,3.912023,Oviparous
NA,4.174387,Oviparous
NA,4.018183,Oviparous
Cercosaura_eigenmanni,3.951244,Oviparous
Cercosaura_hypnoides,3.605498,Oviparous
Cercosaura_manicata,4.290459,Oviparous
Cercosaura_ocellata,4.174387,Oviparous
NA,4.027136,Oviparous
NA,3.931826,Oviparous
Cercosaura_parkeri,3.871201,Oviparous
Cercosaura_phelpsorum,4.007333,Oviparous
Cercosaura_schreibersii,4.007333,Oviparous
Cercosaura_steyeri,3.806662,Oviparous
Cnemidophorus_arenivagus,4.442651,Oviparous
Cnemidophorus_arubensis,4.844187,Oviparous
Cnemidophorus_cryptus,4.276666,Oviparous
Cnemidophorus_gramivagus,4.753590,Oviparous
Cnemidophorus_lemniscatus,4.727388,Oviparous
Cnemidophorus_murinus,5.068904,Oviparous
Cnemidophorus_ruatanus,4.730921,Oviparous
NA,4.382027,Oviparous
Cnemidophorus_vanzoi,4.890349,Oviparous
Colobodactylus_dalcyanus,3.912023,Oviparous
Colobosaura_modesta,4.007333,Oviparous
Colobosauroides_carvalhoi,3.580737,Oviparous
Colobosauroides_cearensis,3.939638,Oviparous
Congolacerta_vauereselli,4.127134,Oviparous
NA,4.252772,Oviparous
Contomastix_lacertoides,4.342506,Oviparous
Contomastix_serrana,4.189655,Oviparous
Contomastix_vacariensis,4.404277,Oviparous
Crocodilurus_amazonicus,5.768321,Oviparous
Dalmatolacerta_oxycephala,4.257030,Oviparous
Darevskia_alpina,4.219508,Oviparous
Darevskia_armeniaca,4.290459,Oviparous
Darevskia_bendimahiensis,4.158883,Oviparous
Darevskia_brauneri,4.262680,Oviparous
Darevskia_caspica,4.210645,Oviparous
Darevskia_caucasica,4.204693,Oviparous
Darevskia_chlorogaster,4.276666,Oviparous
Darevskia_daghestanica,4.060443,Oviparous
Darevskia_dahli,4.158883,Oviparous
Darevskia_defilippii,4.060443,Oviparous
Darevskia_derjugini,4.174387,Oviparous
Darevskia_kamii,4.216562,Oviparous
Darevskia_kopetdaghica,4.039536,Oviparous
Darevskia_lindholmi,4.317488,Oviparous
Darevskia_mixta,4.143135,Oviparous
Darevskia_parvula,4.092677,Oviparous
Darevskia_portschinskii,4.204693,Oviparous
Darevskia_praticola,4.189655,Oviparous
Darevskia_raddei,4.330733,Oviparous
Darevskia_rostombekovi,4.094345,Oviparous
Darevskia_rudis,4.490881,Oviparous
Darevskia_sapphirina,4.077537,Oviparous
Darevskia_saxicola,4.477337,Oviparous
Darevskia_schaekeli,4.028917,Oviparous
Darevskia_steineri,4.262680,Oviparous
Darevskia_unisexualis,4.291828,Oviparous
Darevskia_valentini,4.382027,Oviparous
Dinarolacerta_montenegrina,4.174387,Oviparous
Dinarolacerta_mosorensis,4.382027,Oviparous
Dracaena_guianensis,6.021023,Oviparous
Dracaena_paraguayensis,6.109248,Oviparous
Dryadosaura_nordestina,4.043051,Oviparous
NA,4.234107,Oviparous
Echinosaura_horrida,4.454347,Oviparous
Ecpleopus_gaudichaudii,3.765840,Oviparous
Eremias_acutirostris,4.382027,Oviparous
Eremias_andersoni,3.688879,Oviparous
Eremias_argus,4.262680,Oviparous
Eremias_arguta,4.605170,Oviparous
Eremias_brenchleyi,4.234107,Oviparous
Eremias_buechneri,4.189655,Viviparous
NA,4.326778,Viviparous
NA,4.025352,Viviparous
Eremias_fasciata,4.174387,Oviparous
Eremias_grammica,4.605170,Oviparous
Eremias_intermedia,4.234107,Oviparous
NA,4.213608,Oviparous
Eremias_kavirensis,4.418841,Oviparous
NA,4.332048,Oviparous
Eremias_lalezharica,4.262680,Oviparous
Eremias_lineolata,4.009150,Oviparous
Eremias_montanus,4.085976,Oviparous
Eremias_multiocellata,4.356709,Viviparous
Eremias_nigrocellata,4.421247,Oviparous
Eremias_nikolskii,4.317488,Oviparous
Eremias_papenfussi,4.127134,Oviparous
Eremias_persica,4.584967,Oviparous
Eremias_pleskei,4.094345,Oviparous
Eremias_przewalskii,4.584967,Viviparous
Eremias_regeli,4.248495,Oviparous
Eremias_scripta,4.189655,Oviparous
Eremias_strauchi,4.382027,Oviparous
Eremias_stummeri,4.204693,Viviparous
Eremias_suphani,4.261270,Oviparous
Eremias_szczerbaki,4.182050,Viviparous
Eremias_velox,4.543295,Oviparous
Eremias_vermiculata,4.273884,Oviparous
Eremias_yarkandensis,4.110874,Viviparous
Euspondylus_acutirostris,4.025352,Oviparous
Euspondylus_caideni,4.406719,Oviparous
NA,4.500920,Oviparous
Euspondylus_guentheri,4.543295,Oviparous
Euspondylus_maculatus,4.317488,Oviparous
Euspondylus_nellycarrillae,4.094345,Oviparous
NA,4.041295,Oviparous
Gallotia_atlantica,4.682131,Oviparous
Gallotia_bravoana,5.356586,Oviparous
Gallotia_caesaris,4.709530,Oviparous
Gallotia_galloti,4.976734,Oviparous
Gallotia_intermedia,5.159055,Oviparous
Gallotia_simonyi,5.463832,Oviparous
Gallotia_stehlini,5.913503,Oviparous
Gastropholis_prasina,4.700480,Oviparous
Potamites_cochranae,4.510860,Oviparous
Ameivula_abaetensis,4.294561,Oviparous
Ameivula_cyanura,4.405499,Oviparous
Ameivula_venetacauda,4.465908,Oviparous
Gymnophthalmus_pleei,3.931826,Oviparous
Gymnophthalmus_speciosus,3.871201,Oviparous
Gymnophthalmus_underwoodi,3.871201,Oviparous
Gymnophthalmus_vanzoi,3.761200,Oviparous
Heliobolus_lugubris,4.174387,Oviparous
Heliobolus_neumanni,3.970292,Oviparous
Heliobolus_nitidus,4.200205,Oviparous
Heliobolus_spekii,4.094345,Oviparous
Hellenolacerta_graeca,4.442651,Oviparous
Heterodactylus_imbricatus,4.700480,Oviparous
Heterodactylus_lundii,4.094345,Oviparous
Heterodactylus_septentrionalis,3.951244,Oviparous
Holaspis_guentheri,3.970292,Oviparous
Holaspis_laevis,3.931826,Oviparous
NA,4.753590,Oviparous
Holcosus_chaitzami,4.442651,Oviparous
Holcosus_festivus,4.969813,Oviparous
NA,4.828314,Oviparous
NA,4.744932,Oviparous
Holcosus_leptophrys,4.890349,Oviparous
Holcosus_orcesi,4.659658,Oviparous
NA,4.691348,Oviparous
Holcosus_quadrilineatus,4.477337,Oviparous
NA,4.691348,Oviparous
NA,4.499810,Oviparous
NA,4.521789,Oviparous
Holcosus_undulatus,4.927254,Oviparous
Iberolacerta_aranica,4.203199,Oviparous
Iberolacerta_aurelioi,4.178992,Oviparous
Iberolacerta_bonnali,4.180522,Oviparous
Iberolacerta_cyreni,4.510860,Oviparous
Iberolacerta_galani,4.442651,Oviparous
Iberolacerta_horvathi,4.174387,Oviparous
Iberolacerta_martinezricai,4.238445,Oviparous
Iberolacerta_monticola,4.437934,Oviparous
Ichnotropis_capensis,4.219508,Oviparous
Ichnotropis_grandiceps,4.248495,Oviparous
NA,3.775057,Oviparous
NA,3.949319,Oviparous
Iphisa_elegans,4.143135,Oviparous
NA,3.881564,Oviparous
NA,3.775057,Oviparous
NA,3.943522,Oviparous
NA,3.943522,Oviparous
Iranolacerta_brandtii,4.335983,Oviparous
Iranolacerta_zagrosica,4.330733,Oviparous
Kentropyx_altamazonica,4.736198,Oviparous
Kentropyx_borckiana,4.615121,Oviparous
Kentropyx_calcarata,4.779123,Oviparous
Kentropyx_lagartija,4.465908,Oviparous
Kentropyx_paulensis,4.343805,Oviparous
Kentropyx_pelviceps,4.867534,Oviparous
Kentropyx_striata,4.844187,Oviparous
Kentropyx_vanzoi,4.442651,Oviparous
Kentropyx_viridistriga,4.672829,Oviparous
Lacerta_agilis,4.812184,Oviparous
Lacerta_bilineata,4.867534,Oviparous
NA,5.081404,Oviparous
NA,5.010635,Oviparous
Lacerta_media,5.075174,Oviparous
Lacerta_pamphylica,4.787492,Oviparous
Lacerta_schreiberi,4.905275,Oviparous
Lacerta_strigata,5.075174,Oviparous
Lacerta_trilineata,5.159055,Oviparous
Lacerta_viridis,5.075174,Oviparous
Latastia_johnstonii,4.160444,Oviparous
Latastia_longicaudata,4.700480,Oviparous
Leposoma_baturitensis,3.583519,Oviparous
Leposoma_scincoides,3.826465,Oviparous
Leposoma_ferreirai,3.540959,Oviparous
Leposoma_guianense,3.688879,Oviparous
Leposoma_hexalepis,3.716008,Oviparous
Leposoma_osvaldoi,3.610918,Oviparous
Leposoma_parietale,3.806662,Oviparous
Leposoma_percarinatum,3.610918,Oviparous
Leposoma_rugiceps,3.784190,Oviparous
Leposoma_snethlageae,3.496508,Oviparous
Leposoma_southi,4.007333,Oviparous
Macropholidus_annectens,4.094345,Oviparous
Macropholidus_ataktolepis,3.761200,Oviparous
NA,4.048301,Oviparous
Macropholidus_ruthveni,3.828641,Oviparous
Meroles_anchietae,4.077537,Oviparous
Meroles_ctenodactylus,4.574711,Oviparous
Meroles_cuneirostris,4.060443,Oviparous
Meroles_knoxii,4.219508,Oviparous
Meroles_reticulatus,4.007333,Oviparous
Meroles_squamulosa,4.369448,Oviparous
Meroles_suborbitalis,4.262680,Oviparous
Mesalina_adramitana,3.828641,Oviparous
Mesalina_bahaeldini,4.025352,Oviparous
NA,4.043051,Oviparous
Mesalina_brevirostris,4.094345,Oviparous
Mesalina_guttulata,4.094345,Oviparous
Mesalina_olivieri,3.951244,Oviparous
Mesalina_pasteuri,3.931826,Oviparous
Mesalina_rubropunctata,4.204693,Oviparous
Mesalina_watsonana,4.094345,Oviparous
Micrablepharus_atticolus,3.871201,Oviparous
Micrablepharus_maximiliani,3.799974,Oviparous
Neusticurus_bicarinatus,4.762174,Oviparous
Neusticurus_rudis,4.564348,Oviparous
NA,4.579852,Oviparous
Neusticurus_tatei,4.644391,Oviparous
Nothobachia_ablephara,4.133565,Oviparous
Nucras_boulengeri,4.174387,Oviparous
Nucras_holubi,4.290459,Oviparous
Nucras_intertexta,4.543295,Oviparous
Nucras_lalandii,4.787492,Oviparous
Nucras_livida,4.442651,Oviparous
Nucras_ornata,4.736198,Oviparous
Nucras_taeniolata,4.709530,Oviparous
Nucras_tessellata,4.543295,Oviparous
Omanosaura_cyanura,4.094345,Oviparous
Omanosaura_jayakari,5.298317,Oviparous
Ophisops_elegans,4.127134,Oviparous
Ophisops_jerdonii,3.891820,Oviparous
Ophisops_leschenaultii,4.043051,Oviparous
Ophisops_microlepis,4.174387,Oviparous
Ophisops_occidentalis,3.871201,Oviparous
NA,4.138361,Oviparous
Riama_achlyens,4.477337,Oviparous
Anadia_mcdiarmidi,4.130355,Oviparous
Riama_rhodogaster,3.856510,Oviparous
Riama_shrevei,3.912023,Oviparous
Parvilacerta_parva,4.127134,Oviparous
Pedioplanis_breviceps,3.828641,Oviparous
Pedioplanis_burchelli,4.141546,Oviparous
Pedioplanis_husabensis,4.114147,Oviparous
Pedioplanis_inornata,4.007333,Oviparous
Pedioplanis_lineoocellata,4.204693,Oviparous
NA,4.043051,Oviparous
Pedioplanis_namaquensis,4.025352,Oviparous
Pedioplanis_rubens,3.912023,Oviparous
Pedioplanis_undata,4.127134,Oviparous
NA,4.175925,Oviparous
Petracola_ventrimaculatus,4.264087,Oviparous
NA,3.912023,Oviparous
Phoenicolacerta_kulzeri,4.465908,Oviparous
Phoenicolacerta_laevis,4.465908,Oviparous
Phoenicolacerta_troodica,4.248495,Oviparous
Pholidobolus_affinis,4.174387,Oviparous
NA,4.228293,Oviparous
NA,3.754199,Oviparous
Pholidobolus_macbrydei,4.094345,Oviparous
Pholidobolus_montium,4.189655,Oviparous
Pholidobolus_prefrontalis,4.143135,Oviparous
NA,3.897924,Oviparous
Cercosaura_vertebralis,4.219508,Oviparous
Ameiva_auberi,4.912655,Oviparous
Ameiva_chrysolaema,5.075174,Oviparous
Ameiva_erythrocephala,4.941642,Oviparous
Ameiva_exsul,5.303305,Oviparous
Ameiva_fuscata,5.521461,Oviparous
Ameiva_plei,5.198497,Oviparous
Ameiva_taeniura,4.653960,Oviparous
Ameiva_wetmorei,3.958907,Oviparous
Placosoma_cipoense,4.248495,Oviparous
Placosoma_glabellum,4.077537,Oviparous
NA,3.966511,Oviparous
Podarcis_bocagei,4.248495,Oviparous
Podarcis_carbonelli,4.174387,Oviparous
Podarcis_cretensis,4.269697,Oviparous
Podarcis_erhardii,4.430817,Oviparous
Podarcis_filfolensis,4.454347,Oviparous
Podarcis_gaigeae,4.605170,Oviparous
Podarcis_guadarramae,4.158883,Oviparous
Podarcis_hispanicus,4.304065,Oviparous
NA,4.436752,Oviparous
NA,4.429626,Oviparous
Podarcis_levendis,4.369448,Oviparous
Podarcis_lilfordi,4.394449,Oviparous
Podarcis_liolepis,4.382027,Oviparous
Podarcis_melisellensis,4.304065,Oviparous
Podarcis_milensis,4.317488,Oviparous
Podarcis_muralis,4.356709,Oviparous
Podarcis_peloponnesiacus,4.481872,Oviparous
Podarcis_pityusensis,4.406719,Oviparous
Podarcis_raffoneae,4.442651,Oviparous
Podarcis_siculus,4.499810,Oviparous
Podarcis_tauricus,4.510860,Oviparous
Podarcis_tiliguerta,4.465908,Oviparous
Podarcis_vaucheri,4.094345,Oviparous
Podarcis_virescens,4.143135,Oviparous
Podarcis_waglerianus,4.330733,Oviparous
Potamites_ecpleopus,4.430817,Oviparous
Potamites_juruazensis,4.060443,Oviparous
Procellosaurinus_erythrocercus,3.555348,Oviparous
Procellosaurinus_tetradactylus,3.558201,Oviparous
Proctoporus_bolivianus,4.160444,Oviparous
Proctoporus_chasqui,4.304065,Oviparous
Proctoporus_guentheri,3.850148,Oviparous
Riama_laudahnae,4.174387,Oviparous
Euspondylus_oreades,4.110874,Oviparous
NA,3.903991,Oviparous
Proctoporus_pachyurus,4.060443,Oviparous
Proctoporus_sucullucu,4.019980,Oviparous
NA,3.962716,Oviparous
Proctoporus_unsaacae,3.941582,Oviparous
Proctoporus_xestus,4.060443,Oviparous
Psammodromus_algirus,4.553877,Oviparous
Psammodromus_blanci,3.850148,Oviparous
NA,3.912023,Oviparous
Psammodromus_hispanicus,4.025352,Oviparous
Psammodromus_microdactylus,4.060443,Oviparous
Psammodromus_occidentalis,3.784190,Oviparous
NA,3.632309,Oviparous
Psilophthalmus_paeminosus,3.688879,Oviparous
Echinosaura_sulcarostrum,3.737670,Oviparous
Riama_cashcaensis,4.290459,Oviparous
Riama_columbiana,4.409155,Oviparous
Riama_orcesi,4.143135,Oviparous
Riama_raneyi,4.406719,Oviparous
Riama_striata,4.204693,Oviparous
NA,4.189655,Oviparous
NA,4.204693,Oviparous
Salvator_merianae,6.216606,Oviparous
Salvator_rufescens,6.419995,Oviparous
Scelarcis_perspicillata,4.228293,Oviparous
Scriptosaura_catimbau,3.970292,Oviparous
NA,3.955082,Oviparous
Stenolepis_ridleyi,3.806662,Oviparous
Takydromus_amurensis,4.382027,Oviparous
Takydromus_dorsalis,4.248495,Oviparous
Takydromus_formosanus,4.158883,Oviparous
Takydromus_hsuehshanensis,4.276666,Oviparous
Takydromus_khasiensis,4.317488,Oviparous
Takydromus_kuehnei,4.182050,Oviparous
Takydromus_luyeanus,3.992681,Oviparous
Takydromus_sauteri,4.337291,Oviparous
Takydromus_septentrionalis,4.382027,Oviparous
Takydromus_sexlineatus,4.248495,Oviparous
Takydromus_sikkimensis,4.094345,Oviparous
Takydromus_smaragdinus,4.174387,Oviparous
Takydromus_stejnegeri,4.127134,Oviparous
Takydromus_sylvaticus,4.060443,Oviparous
Takydromus_tachydromoides,4.248495,Oviparous
Takydromus_toyamai,4.133565,Oviparous
Takydromus_viridipunctatus,4.085976,Oviparous
Takydromus_wolteri,4.189655,Oviparous
Teira_dugesii,4.394449,Oviparous
Teius_oculatus,4.787492,Oviparous
Teius_suquiensis,4.828314,Oviparous
Teius_teyou,5.010635,Oviparous
NA,4.875197,Oviparous
Timon_lepidus,5.560682,Oviparous
NA,5.379897,Oviparous
Timon_pater,5.135798,Oviparous
Timon_princeps,4.997212,Oviparous
Timon_tangitanus,4.919981,Oviparous
Tretioscincus_agilis,4.262680,Oviparous
Tropidosaura_cottrelli,4.280824,Oviparous
Tropidosaura_essexi,3.951244,Viviparous
Tropidosaura_gularis,4.127134,Oviparous
Tropidosaura_montana,4.189655,Oviparous
NA,5.968708,Oviparous
NA,5.777652,Oviparous
Tupinambis_palustris,5.783825,Oviparous
Tupinambis_quadrilineatus,5.598422,Oviparous
Tupinambis_teguixin,6.214608,Oviparous
NA,5.609472,Oviparous
Vanzosaura_multiscutatus,3.637586,Oviparous
Vanzosaura_rubricauda,3.806662,Oviparous
Vanzosaura_savanicola,3.572346,Oviparous
Vhembelacerta_rupicola,3.941582,Oviparous
Euspondylus_josyi,4.382027,Oviparous
NA,4.229749,Oviparous
Amblyrhynchus_cristatus,6.327937,Oviparous
Anolis_acutus,4.204693,Oviparous
Anolis_aeneus,4.382027,Oviparous
Anolis_aequatorialis,4.787492,Oviparous
Anolis_agassizi,4.844187,Oviparous
Anolis_aliniger,4.094345,Oviparous
Anolis_allisoni,4.605170,Oviparous
Anolis_allogus,4.139955,Oviparous
Anolis_altitudinalis,3.951244,Oviparous
Anolis_alumina,3.688879,Oviparous
Anolis_alutaceus,3.871201,Oviparous
Anolis_alvarezdeltoroi,4.304065,Oviparous
Anolis_angusticeps,3.970292,Oviparous
Anolis_anisolepis,4.025352,Oviparous
Anolis_apletophallus,3.891820,Oviparous
Anolis_aquaticus,4.346399,Oviparous
Anolis_argenteolus,4.174387,Oviparous
Anolis_argillaceus,3.871201,Oviparous
Anolis_armouri,4.304065,Oviparous
Anolis_auratus,4.043051,Oviparous
NA,3.988984,Oviparous
Anolis_bahorucoensis,3.931826,Oviparous
Anolis_baleatus,5.192957,Oviparous
Anolis_baracoae,5.147494,Oviparous
Anolis_barahonae,5.147494,Oviparous
Anolis_barbatus,5.135798,Oviparous
Anolis_barbouri,4.007333,Oviparous
Anolis_barkeri,4.615121,Oviparous
Anolis_bartschi,4.398146,Oviparous
Anolis_beckeri,4.219508,Oviparous
Anolis_bicaorum,4.454347,Oviparous
Anolis_bimaculatus,4.828314,Oviparous
Anolis_biporcatus,4.744932,Oviparous
Anolis_bitectus,4.034241,Oviparous
Anolis_blanquillanus,4.442651,Oviparous
Anolis_bombiceps,4.304065,Oviparous
Anolis_bonairensis,4.317488,Oviparous
Anolis_boulengerianus,4.143135,Oviparous
Anolis_brasiliensis,4.317488,Oviparous
Anolis_bremeri,4.276666,Oviparous
Anolis_breslini,4.094345,Oviparous
Anolis_brevirostris,3.972177,Oviparous
Anolis_calimae,4.077537,Oviparous
Anolis_chlorocyanus,4.382027,Oviparous
Anolis_capito,4.624973,Oviparous
Anolis_carlliebi,3.828641,Oviparous
Anolis_carolinensis,4.317488,Oviparous
Anolis_carpenteri,3.850148,Oviparous
Anolis_centralis,3.873282,Oviparous
Anolis_chamaeleonides,5.176150,Oviparous
Anolis_chloris,4.127134,Oviparous
Anolis_coelestinus,4.430817,Oviparous
Anolis_christophei,3.912023,Oviparous
Anolis_chrysolepis,4.304065,Oviparous
Anolis_clivicola,3.899950,Oviparous
Anolis_cobanensis,4.077537,Oviparous
Anolis_concolor,4.382027,Oviparous
Anolis_conspersus,4.330733,Oviparous
Anolis_cooki,4.290459,Oviparous
Anolis_crassulus,4.077537,Oviparous
Anolis_cristatellus,4.382027,Oviparous
Anolis_cupreus,4.043051,Oviparous
Anolis_cuprinus,4.234107,Oviparous
Anolis_cuvieri,5.192957,Oviparous
Anolis_cybotes,4.395683,Oviparous
Anolis_cymbops,3.850148,Oviparous
Anolis_damulus,3.951244,Oviparous
Anolis_distichus,4.067316,Oviparous
Anolis_dollfusianus,3.784190,Oviparous
NA,4.060443,Oviparous
NA,4.510860,Oviparous
Anolis_duellmani,3.703768,Oviparous
Anolis_dunni,4.069027,Oviparous
Anolis_equestris,5.247024,Oviparous
Anolis_ernestwilliamsi,4.406719,Oviparous
Anolis_etheridgei,3.784190,Oviparous
Anolis_eugenegrahami,4.276666,Oviparous
Anolis_evermanni,4.356709,Oviparous
Anolis_extremus,4.442651,Oviparous
Anolis_fasciatus,4.330733,Oviparous
NA,3.988984,Oviparous
Anolis_ferreus,4.795791,Oviparous
Anolis_festae,4.110874,Oviparous
Anolis_forresti,3.951244,Oviparous
Anolis_fowleri,4.356709,Oviparous
Anolis_frenatus,5.017280,Oviparous
Anolis_fuscoauratus,3.972177,Oviparous
Anolis_gadovii,4.382027,Oviparous
Anolis_gaigei,3.960813,Oviparous
Anolis_garmani,4.927254,Oviparous
Anolis_gemmosus,4.192680,Oviparous
Anolis_gingivinus,4.276666,Oviparous
Anolis_grahami,4.317488,Oviparous
Anolis_griseus,4.912655,Oviparous
Anolis_guamuhaya,5.164786,Oviparous
Anolis_gundlachi,4.330733,Oviparous
Anolis_haguei,4.001864,Oviparous
Anolis_heterodermus,4.454347,Oviparous
Anolis_homolechis,4.248495,Oviparous
Anolis_humilis,3.912023,Oviparous
Anolis_ibanezi,4.390739,Oviparous
NA,4.007333,Oviparous
Anolis_incredulus,3.828641,Oviparous
Anolis_inderenae,4.773224,Oviparous
Anolis_insolitus,3.850148,Oviparous
Anolis_isolepis,3.737670,Oviparous
Anolis_jacare,4.310799,Oviparous
Anolis_johnmeyeri,4.290459,Oviparous
Anolis_jubar,4.127134,Oviparous
Anolis_kemptoni,4.094345,Oviparous
Anolis_krugi,4.007333,Oviparous
Anolis_laeviventris,4.189655,Oviparous
NA,4.905275,Oviparous
Anolis_leachii,4.812184,Oviparous
Anolis_lemurinus,4.369448,Oviparous
Anolis_limifrons,3.931826,Oviparous
Anolis_lineatopus,4.290459,Oviparous
Anolis_liogaster,4.189655,Oviparous
Anolis_lionotus,4.356709,Oviparous
Anolis_litoralis,3.873282,Oviparous
Anolis_lividus,4.406719,Oviparous
Anolis_longiceps,4.418841,Oviparous
Anolis_longitibialis,4.276666,Oviparous
NA,4.117410,Oviparous
Anolis_loveridgei,4.770685,Oviparous
Anolis_loysiana,3.951244,Oviparous
Anolis_luciae,4.510860,Oviparous
Anolis_lucius,4.248495,Oviparous
Anolis_lyra,4.343805,Oviparous
Anolis_macrinii,4.564348,Oviparous
Anolis_maculiventris,3.912023,Oviparous
Anolis_mariarum,4.060443,Oviparous
Anolis_marmoratus,4.442651,Oviparous
Anolis_marron,4.330733,Oviparous
