"p.std","p.pr","p.comb.std","p.comb.pr","prune.ok","alpha","delta.th","sigma"
0.399201596806387,0.399201596806387,0.798403193612774,0.542914171656687,TRUE,8,8,1
NA,NA,0.149152542372881,0.0125,TRUE,8,8,1
0.243512974051896,0.263473053892216,0.127744510978044,0.279441117764471,TRUE,8,8,1
0.311377245508982,0.295409181636727,0.0798403193612774,0.143712574850299,TRUE,8,8,1
0.031936127744511,0.0399201596806387,0.063872255489022,0.0798403193612774,TRUE,8,8,1
0.151696606786427,0.167664670658683,0.303393213572854,0.335329341317365,TRUE,8,8,1
0.471057884231537,0.69061876247505,0.0558882235528942,0.0239520958083832,TRUE,8,8,1
0.211576846307385,0.163672654690619,0.42315369261477,0.327345309381238,TRUE,8,8,1
0.11623246492986,0.108433734939759,0.232464929859719,0.216867469879518,TRUE,8,8,1
0.0678642714570858,0.0998003992015968,0.135728542914172,0.199600798403194,TRUE,8,8,1
0.24750499001996,0.227544910179641,0.447105788423154,0.455089820359281,TRUE,8,8,1
0.207584830339321,0.259481037924152,0.375249500998004,0.255489021956088,TRUE,8,8,1
0.107784431137725,0.111776447105788,0.0159680638722555,0.031936127744511,TRUE,8,8,1
0.0598802395209581,0.063872255489022,0.119760479041916,0.127744510978044,TRUE,8,8,1
0.642714570858283,0.662674650698603,1,1,TRUE,8,8,1
0.0878243512974052,0.119760479041916,0.17564870259481,0.239520958083832,TRUE,8,8,1
0.49500998003992,0.167664670658683,0.99001996007984,0.335329341317365,TRUE,8,8,1
0.0998003992015968,0.0280561122244489,0.199600798403194,0.0561122244488978,TRUE,8,8,1
0.534930139720559,0.646706586826347,1,1,TRUE,8,8,1
0.922155688622755,0.918163672654691,0.950099800399202,1,TRUE,8,8,1
0.179640718562874,0.179640718562874,0.359281437125749,0.359281437125749,TRUE,8,8,1
0.383233532934132,0.439121756487026,0.287425149700599,0.375249500998004,TRUE,8,8,1
NA,NA,0.0615384615384615,0.476190476190476,TRUE,8,8,1
0.17564870259481,0.19560878243513,0.351297405189621,0.391217564870259,TRUE,8,8,1
0.564,0.399201596806387,1,0.798403193612774,TRUE,8,8,1
0.0838323353293413,0.0758483033932136,0.167664670658683,0.151696606786427,TRUE,8,8,1
0.008,0.00399201596806387,0.016,0.00798403193612774,TRUE,8,8,1
0.0279441117764471,0.0119760479041916,0.0558882235528942,0.0239520958083832,TRUE,8,8,1
0.147704590818363,0.147704590818363,0.295409181636727,0.295409181636727,TRUE,8,8,1
0.291417165668663,0.271457085828343,0.582834331337325,0.542914171656687,TRUE,8,8,1
0.0481927710843374,0.00401606425702811,0.0963855421686747,0.00803212851405622,TRUE,8,8,1
0.119760479041916,0.163672654690619,0.191616766467066,0.327345309381238,TRUE,8,8,1
NA,NA,0.114285714285714,1,TRUE,8,8,1
0.283433133732535,0.291417165668663,0.56686626746507,0.582834331337325,TRUE,8,8,1
0.135728542914172,0.223552894211577,0.199600798403194,0.17564870259481,TRUE,8,8,1
0.67065868263473,0.606786427145709,0.782435129740519,1,TRUE,8,8,1
0.415169660678643,0.339321357285429,0.830339321357285,0.678642714570858,TRUE,8,8,1
0.187624750499002,0.255489021956088,0.375249500998004,0.510978043912176,TRUE,8,8,1
0.19560878243513,0.183632734530938,0.391217564870259,0.367265469061876,TRUE,8,8,1
0.347305389221557,0.447105788423154,0.694610778443114,0.303393213572854,TRUE,8,8,1
0.24750499001996,0.203592814371257,0.119760479041916,0.0718562874251497,TRUE,8,8,1
0.0598802395209581,0.111776447105788,0.119760479041916,0.223552894211577,TRUE,8,8,1
0.155688622754491,0.215568862275449,0.215568862275449,0.167664670658683,TRUE,8,8,1
0.155688622754491,0.207584830339321,0.311377245508982,0.415169660678643,TRUE,8,8,1
0.0838323353293413,0.0798403193612774,0.00798403193612774,0.00798403193612774,TRUE,8,8,1
0.802395209580838,0.998003992015968,1,0.88622754491018,TRUE,8,8,1
0.280561122244489,0.120240480961924,0.561122244488978,0.240480961923848,TRUE,8,8,1
0.0598802395209581,0.0838323353293413,0.119760479041916,0.167664670658683,TRUE,8,8,1
0.44311377245509,0.487025948103792,0.88622754491018,0.974051896207585,TRUE,8,8,1
0.602794411177645,0.455089820359281,1,0.910179640718563,TRUE,8,8,1
0.107784431137725,0.0958083832335329,0.215568862275449,0.191616766467066,TRUE,8,8,1
0.538922155688623,0.630738522954092,1,0.950099800399202,TRUE,8,8,1
0.00400801603206413,0.00401606425702811,0.00801603206412826,0.00803212851405622,TRUE,8,8,1
0.207584830339321,0.207584830339321,0.0159680638722555,0.031936127744511,TRUE,8,8,1
0.431137724550898,0.574850299401198,0.351297405189621,0.167664670658683,TRUE,8,8,1
0.602794411177645,0.431137724550898,0.950099800399202,0.862275449101796,TRUE,8,8,1
0.19560878243513,0.06,0.391217564870259,0.12,TRUE,8,8,1
0.0838323353293413,0.0479041916167665,0.127744510978044,0.063872255489022,TRUE,8,8,1
NA,NA,0.00851063829787234,0.0174672489082969,TRUE,8,8,1
0.42570281124498,0.307385229540918,0.85140562248996,0.614770459081836,TRUE,8,8,1
NA,NA,0.0196078431372549,0.226415094339623,TRUE,8,8,1
0.6187624750499,0.750499001996008,1,1,TRUE,8,8,1
0.0439121756487026,0.115768463073852,0.0878243512974052,0.231536926147705,TRUE,8,8,1
0.0399201596806387,0.063872255489022,0.0798403193612774,0.127744510978044,TRUE,8,8,1
0.0838323353293413,0.111776447105788,0.167664670658683,0.223552894211577,TRUE,8,8,1
0.136,0.0480961923847695,0.272,0.0961923847695391,TRUE,8,8,1
0.698602794411178,0.6187624750499,0.518962075848303,0.311377245508982,TRUE,8,8,1
0.00399201596806387,0.00399201596806387,0.00798403193612774,0.00798403193612774,TRUE,8,8,1
0.487025948103792,0.530938123752495,0.854291417165669,1,TRUE,8,8,1
0.151696606786427,0.24750499001996,0.303393213572854,0.391217564870259,TRUE,8,8,1
NA,NA,0.333333333333333,0.222222222222222,TRUE,8,8,1
0.0518962075848303,0.0678642714570858,0.103792415169661,0.135728542914172,TRUE,8,8,1
0.447105788423154,0.391217564870259,0.295409181636727,0.343313373253493,TRUE,8,8,1
0.283433133732535,0.359281437125749,0.295409181636727,0.255489021956088,TRUE,8,8,1
0.00401606425702811,0.008,0.00803212851405622,0.016,TRUE,8,8,1
0.29940119760479,0.29940119760479,0.598802395209581,0.598802395209581,TRUE,8,8,1
0.491017964071856,0.419161676646707,0.558882235528942,0.231536926147705,TRUE,8,8,1
0.107784431137725,0.115768463073852,0.0718562874251497,0.0558882235528942,TRUE,8,8,1
0.00801603206412826,0.004,0.0160320641282565,0.008,TRUE,8,8,1
0.151696606786427,0.12375249500998,0.111776447105788,0.119760479041916,TRUE,8,8,1
0.143712574850299,0.207584830339321,0.287425149700599,0.415169660678643,TRUE,8,8,1
0.694610778443114,0.686626746506986,0.702594810379242,0.702594810379242,TRUE,8,8,1
0.008,0.00399201596806387,0.016,0.00798403193612774,TRUE,8,8,1
0.351297405189621,0.427145708582834,0.702594810379242,0.630738522954092,TRUE,8,8,1
0.467065868263473,0.403193612774451,0.902195608782435,0.806387225548902,TRUE,8,8,1
0.107784431137725,0.0399201596806387,0.207584830339321,0.0798403193612774,TRUE,8,8,1
0.0758483033932136,0.0479041916167665,0.151696606786427,0.0958083832335329,TRUE,8,8,1
0.686626746506986,0.758483033932136,0.582834331337325,0.678642714570858,TRUE,8,8,1
0.100200400801603,0.028,0.200400801603206,0.056,TRUE,8,8,1
0.0518962075848303,0.0160965794768612,0.103792415169661,0.0321931589537223,TRUE,8,8,1
NA,NA,0.00845665961945032,0.025531914893617,TRUE,8,8,1
0.131736526946108,0.215568862275449,0.263473053892216,0.431137724550898,TRUE,8,8,1
0.147704590818363,0.0998003992015968,0.0399201596806387,0.0239520958083832,TRUE,8,8,1
0.0718562874251497,0.0558882235528942,0.143712574850299,0.111776447105788,TRUE,8,8,1
0.00400801603206413,0.00399201596806387,0.00801603206412826,0.00798403193612774,TRUE,8,8,1
0.004,0.00403225806451613,0.008,0.00806451612903226,TRUE,8,8,1
NA,NA,0.025,0.043010752688172,TRUE,8,8,1
NA,NA,0.0173160173160173,0.0975609756097561,TRUE,8,8,1
0.119760479041916,0.0918163672654691,0.215568862275449,0.183632734530938,TRUE,8,8,1
0.0678642714570858,0.0479041916167665,0.135728542914172,0.0958083832335329,TRUE,8,8,1
NA,NA,0.00826446280991736,0.254098360655738,TRUE,8,8,1
0.111776447105788,0.179640718562874,0.223552894211577,0.359281437125749,TRUE,8,8,1
0.922155688622755,0.910179640718563,0.471057884231537,0.630738522954092,TRUE,8,8,1
0.275449101796407,0.327345309381238,0.550898203592814,0.159680638722555,TRUE,8,8,1
0.590818363273453,0.582834331337325,1,1,TRUE,8,8,1
0.427145708582834,0.479041916167665,0.343313373253493,0.439121756487026,TRUE,8,8,1
0.459081836327345,0.6187624750499,0.439121756487026,0.311377245508982,TRUE,8,8,1
0.63872255489022,0.678642714570858,1,1,TRUE,8,8,1
0.14,0.0838323353293413,0.28,0.167664670658683,TRUE,8,8,1
0.031936127744511,0.0558882235528942,0.063872255489022,0.111776447105788,TRUE,8,8,1
0.00399201596806387,0.00399201596806387,0.00798403193612774,0.00798403193612774,TRUE,8,8,1
0.00399201596806387,0.00399201596806387,0.00798403193612774,0.00798403193612774,TRUE,8,8,1
0.411177644710579,0.411177644710579,0.367265469061876,0.303393213572854,TRUE,8,8,1
0.906187624750499,0.874251497005988,1,1,TRUE,8,8,1
0.982035928143713,0.682634730538922,1,1,TRUE,8,8,1
0.914171656686627,0.978043912175649,1,1,TRUE,8,8,1
NA,NA,0.0563380281690141,0.132450331125828,TRUE,8,8,1
0.323353293413174,0.283433133732535,0.447105788423154,0.49500998003992,TRUE,8,8,1
0.658682634730539,0.682634730538922,1,1,TRUE,8,8,1
0.155688622754491,0.275449101796407,0.311377245508982,0.31936127744511,TRUE,8,8,1
0.211576846307385,0.235528942115768,0.24750499001996,0.263473053892216,TRUE,8,8,1
0.0878243512974052,0.0479041916167665,0.143712574850299,0.0958083832335329,TRUE,8,8,1
0.0718562874251497,0.0918163672654691,0.143712574850299,0.151696606786427,TRUE,8,8,1
0.654690618762475,0.666666666666667,0.846307385229541,1,TRUE,8,8,1
NA,NA,0.0136518771331058,0.072992700729927,TRUE,8,8,1
0.211576846307385,0.235528942115768,0.42315369261477,0.471057884231537,TRUE,8,8,1
0.00399201596806387,0.00798403193612774,0.00798403193612774,0.0159680638722555,TRUE,8,8,1
0.0958083832335329,0.0718562874251497,0.00798403193612774,0.00798403193612774,TRUE,8,8,1
0.00798403193612774,0.00798403193612774,0.0159680638722555,0.0159680638722555,TRUE,8,8,1
0.0200400801603206,0.0200400801603206,0.0400801603206413,0.0400801603206413,TRUE,8,8,1
0.770459081836327,0.714570858283433,0.359281437125749,0.359281437125749,TRUE,8,8,1
0.19560878243513,0.219560878243513,0.391217564870259,0.439121756487026,TRUE,8,8,1
0.0279441117764471,0.0119760479041916,0.0558882235528942,0.0239520958083832,TRUE,8,8,1
0.790419161676647,0.898203592814371,0.942115768463074,1,TRUE,8,8,1
0.143712574850299,0.159680638722555,0.287425149700599,0.31936127744511,TRUE,8,8,1
0.81437125748503,0.882235528942116,0.862275449101796,0.974051896207585,TRUE,8,8,1
0.926147704590818,0.902195608782435,0.287425149700599,0.303393213572854,TRUE,8,8,1
0.399201596806387,0.383233532934132,0.798403193612774,0.766467065868264,TRUE,8,8,1
0.251497005988024,0.19560878243513,0.135728542914172,0.231536926147705,TRUE,8,8,1
0.0280561122244489,0.008,0.0561122244488978,0.016,TRUE,8,8,1
0.155688622754491,0.203592814371257,0.311377245508982,0.399201596806387,TRUE,8,8,1
0.00801603206412826,0.00400801603206413,0.0160320641282565,0.00801603206412826,TRUE,8,8,1
0.0200400801603206,0.004,0.0400801603206413,0.008,TRUE,8,8,1
0.339321357285429,0.339321357285429,0.42315369261477,0.678642714570858,TRUE,8,8,1
0.143712574850299,0.211576846307385,0.119760479041916,0.063872255489022,TRUE,8,8,1
0.978043912175649,0.570858283433134,0.271457085828343,0.303393213572854,TRUE,8,8,1
0.0279441117764471,0.00798403193612774,0.0558882235528942,0.0159680638722555,TRUE,8,8,1
0.0678642714570858,0.0678642714570858,0.135728542914172,0.135728542914172,TRUE,8,8,1
0.159680638722555,0.179640718562874,0.295409181636727,0.167664670658683,TRUE,8,8,1
0.359281437125749,0.419161676646707,0.678642714570858,0.574850299401198,TRUE,8,8,1
0.215568862275449,0.231536926147705,0.431137724550898,0.463073852295409,TRUE,8,8,1
0.479041916167665,0.710578842315369,0.958083832335329,0.982035928143713,TRUE,8,8,1
0.526946107784431,0.530938123752495,1,1,TRUE,8,8,1
0.131736526946108,0.171656686626747,0.263473053892216,0.159680638722555,TRUE,8,8,1
0.287425149700599,0.263473053892216,0.215568862275449,0.502994011976048,TRUE,8,8,1
0.119760479041916,0.199600798403194,0.239520958083832,0.399201596806387,TRUE,8,8,1
0.375249500998004,0.42315369261477,0.750499001996008,0.846307385229541,TRUE,8,8,1
0.031936127744511,0.131736526946108,0.063872255489022,0.263473053892216,TRUE,8,8,1
0.036,0.00806451612903226,0.072,0.0161290322580645,TRUE,8,8,1
0.02,0.00798403193612774,0.04,0.0159680638722555,TRUE,8,8,1
0.219560878243513,0.179640718562874,0.439121756487026,0.359281437125749,TRUE,8,8,1
0.706586826347305,0.491017964071856,0.00798403193612774,0.00798403193612774,TRUE,8,8,1
0.0482897384305835,0.024,0.096579476861167,0.048,TRUE,8,8,1
0.648,0.523138832997988,1,1,TRUE,8,8,1
0.279441117764471,0.275449101796407,0.239520958083832,0.199600798403194,TRUE,8,8,1
0.0281124497991968,0.0281124497991968,0.0562248995983936,0.0562248995983936,TRUE,8,8,1
0.942115768463074,1,1,1,TRUE,8,8,1
0.343313373253493,0.387225548902196,0.487025948103792,0.295409181636727,TRUE,8,8,1
0.00399201596806387,0.00399201596806387,0.00798403193612774,0.00798403193612774,TRUE,8,8,1
0.227544910179641,0.223552894211577,0.263473053892216,0.127744510978044,TRUE,8,8,1
0.0998003992015968,0.0558882235528942,0.00798403193612774,0.00798403193612774,TRUE,8,8,1
0.359281437125749,0.395209580838323,0.391217564870259,0.367265469061876,TRUE,8,8,1
0.0120724346076459,0.00808080808080808,0.0241448692152917,0.0161616161616162,TRUE,8,8,1
0.7624750499002,0.974051896207585,1,1,TRUE,8,8,1
0.63872255489022,0.686626746506986,1,1,TRUE,8,8,1
NA,NA,0.48559670781893,0.0330578512396694,TRUE,8,8,1
0.00400801603206413,0.00401606425702811,0.00801603206412826,0.00803212851405622,TRUE,8,8,1
0.351297405189621,0.327345309381238,0.279441117764471,0.271457085828343,TRUE,8,8,1
0.24750499001996,0.279441117764471,0.359281437125749,0.199600798403194,TRUE,8,8,1
0.0878243512974052,0.127744510978044,0.00798403193612774,0.00798403193612774,TRUE,8,8,1
0.471057884231537,0.530938123752495,0.455089820359281,0.383233532934132,TRUE,8,8,1
NA,NA,0.137931034482759,0.266666666666667,TRUE,8,8,1
0.510978043912176,0.475049900199601,0.063872255489022,0.031936127744511,TRUE,8,8,1
0.666666666666667,0.718562874251497,0.758483033932136,1,TRUE,8,8,1
0.151696606786427,0.127744510978044,0.135728542914172,0.143712574850299,TRUE,8,8,1
0.676,0.521042084168337,0.944,1,TRUE,8,8,1
0.363273453093812,0.31936127744511,0.375249500998004,0.399201596806387,TRUE,8,8,1
0.259481037924152,0.179640718562874,0.143712574850299,0.143712574850299,TRUE,8,8,1
0.255489021956088,0.291417165668663,0.510978043912176,0.582834331337325,TRUE,8,8,1
0.188,0.215568862275449,0.352705410821643,0.408,TRUE,8,8,1
0.239520958083832,0.227544910179641,0.479041916167665,0.455089820359281,TRUE,8,8,1
0.6187624750499,0.626746506986028,0.279441117764471,0.279441117764471,TRUE,8,8,1
0.802395209580838,0.778443113772455,0.726546906187625,0.710578842315369,TRUE,8,8,1
0.383233532934132,0.407185628742515,0.766467065868264,0.81437125748503,TRUE,8,8,1
0.499001996007984,0.499001996007984,0.606786427145709,0.950099800399202,TRUE,8,8,1
0.187624750499002,0.17564870259481,0.239520958083832,0.183632734530938,TRUE,8,8,1
0.395209580838323,0.463073852295409,0.790419161676647,0.646706586826347,TRUE,8,8,1
0.766467065868264,0.806387225548902,1,1,TRUE,8,8,1
0.0359281437125748,0.0439121756487026,0.0718562874251497,0.0878243512974052,TRUE,8,8,1
0.598802395209581,0.750499001996008,0.902195608782435,1,TRUE,8,8,1
0.0359281437125748,0.0479041916167665,0.0718562874251497,0.0558882235528942,TRUE,8,8,1
0.404040404040404,0.547325102880658,0.808080808080808,1,TRUE,8,8,1
0.031936127744511,0.031936127744511,0.063872255489022,0.063872255489022,TRUE,8,8,1
0.231536926147705,0.219560878243513,0.191616766467066,0.17564870259481,TRUE,8,8,1
0.235528942115768,0.335329341317365,0.0159680638722555,0.00798403193612774,TRUE,8,8,1
0.231536926147705,0.263473053892216,0.463073852295409,0.526946107784431,TRUE,8,8,1
0.0558882235528942,0.0479041916167665,0.111776447105788,0.0958083832335329,TRUE,8,8,1
0.850299401197605,0.962075848303393,1,1,TRUE,8,8,1
0.49500998003992,0.483033932135729,0.790419161676647,0.966067864271457,TRUE,8,8,1
0.562874251497006,0.530938123752495,1,1,TRUE,8,8,1
0.335329341317365,0.403193612774451,0.67065868263473,0.766467065868264,TRUE,8,8,1
0.0958083832335329,0.115768463073852,0.151696606786427,0.231536926147705,TRUE,8,8,1
0.219560878243513,0.19560878243513,0.439121756487026,0.391217564870259,TRUE,8,8,1
0.926147704590818,0.674650698602794,0.99001996007984,1,TRUE,8,8,1
0.103792415169661,0.115768463073852,0.0958083832335329,0.207584830339321,TRUE,8,8,1
0.295409181636727,0.255489021956088,0.447105788423154,0.383233532934132,TRUE,8,8,1
0.107784431137725,0.119760479041916,0.215568862275449,0.239520958083832,TRUE,8,8,1
0.243512974051896,0.139720558882236,0.487025948103792,0.279441117764471,TRUE,8,8,1
0.0279441117764471,0.0159680638722555,0.0558882235528942,0.0159680638722555,TRUE,8,8,1
NA,NA,0.117647058823529,0.133333333333333,TRUE,8,8,1
0.650698602794411,0.754491017964072,0.982035928143713,0.934131736526946,TRUE,8,8,1
0.163672654690619,0.187624750499002,0.327345309381238,0.375249500998004,TRUE,8,8,1
0.0199600798403194,0.00399201596806387,0.0399201596806387,0.00798403193612774,TRUE,8,8,1
0.887550200803213,0.892,1,1,TRUE,8,8,1
0.355289421157685,0.311377245508982,0.0159680638722555,0.0159680638722555,TRUE,8,8,1
0.0120481927710843,0.00801603206412826,0.0240963855421687,0.0160320641282565,TRUE,8,8,1
NA,NA,0.111111111111111,1,TRUE,8,8,1
0.479041916167665,0.6187624750499,0.958083832335329,1,TRUE,8,8,1
0.562874251497006,0.606786427145709,0.327345309381238,0.343313373253493,TRUE,8,8,1
0.0199600798403194,0.0439121756487026,0.0399201596806387,0.0878243512974052,TRUE,8,8,1
0.694610778443114,0.906187624750499,1,0.606786427145709,TRUE,8,8,1
0.004,0.00399201596806387,0.008,0.00798403193612774,TRUE,8,8,1
0.179640718562874,0.179640718562874,0.127744510978044,0.111776447105788,TRUE,8,8,1
0.930139720558882,0.830339321357285,0.455089820359281,0.447105788423154,TRUE,8,8,1
0.74251497005988,0.858283433133733,1,1,TRUE,8,8,1
0.538922155688623,0.475049900199601,0.678642714570858,0.950099800399202,TRUE,8,8,1
NA,NA,0.181818181818182,1,TRUE,8,8,1
0.143712574850299,0.199600798403194,0.287425149700599,0.399201596806387,TRUE,8,8,1
0.518962075848303,0.734530938123752,0.295409181636727,0.335329341317365,TRUE,8,8,1
0.994011976047904,0.926147704590818,1,1,TRUE,8,8,1
0.143712574850299,0.227544910179641,0.287425149700599,0.455089820359281,TRUE,8,8,1
0.00399201596806387,0.004,0.00798403193612774,0.008,TRUE,8,8,1
0.966067864271457,0.918163672654691,0.32064128256513,0.385542168674699,TRUE,8,8,1
0.227544910179641,0.219560878243513,0.0479041916167665,0.063872255489022,TRUE,8,8,1
0.107784431137725,0.143712574850299,0.215568862275449,0.287425149700599,TRUE,8,8,1
0.0439121756487026,0.02,0.0878243512974052,0.04,TRUE,8,8,1
0.12375249500998,0.163672654690619,0.24750499001996,0.327345309381238,TRUE,8,8,1
0.00798403193612774,0.00399201596806387,0.0159680638722555,0.00798403193612774,TRUE,8,8,1
0.147704590818363,0.211576846307385,0.0399201596806387,0.0159680638722555,TRUE,8,8,1
0.455089820359281,0.403193612774451,0.0558882235528942,0.0718562874251497,TRUE,8,8,1
NA,NA,0.0588235294117647,1,TRUE,8,8,1
0.479041916167665,0.558882235528942,0.958083832335329,1,TRUE,8,8,1
0.00798403193612774,0.00798403193612774,0.0159680638722555,0.0159680638722555,TRUE,8,8,1
0.255489021956088,0.339321357285429,0.391217564870259,0.215568862275449,TRUE,8,8,1
0.726546906187625,0.614770459081836,1,1,TRUE,8,8,1
0.435129740518962,0.44311377245509,0.870259481037924,0.88622754491018,TRUE,8,8,1
0.00798403193612774,0.0120240480961924,0.0159680638722555,0.0240480961923848,TRUE,8,8,1
0.0718562874251497,0.0678642714570858,0.103792415169661,0.0878243512974052,TRUE,8,8,1
0.0558882235528942,0.0998003992015968,0.0558882235528942,0.0399201596806387,TRUE,8,8,1
0.487025948103792,0.427145708582834,0.295409181636727,0.415169660678643,TRUE,8,8,1
0.139720558882236,0.17564870259481,0.279441117764471,0.351297405189621,TRUE,8,8,1
0.339321357285429,0.379241516966068,0.0159680638722555,0.00798403193612774,TRUE,8,8,1
0.191616766467066,0.211576846307385,0.167664670658683,0.119760479041916,TRUE,8,8,1
0.526946107784431,0.451097804391218,0.574850299401198,0.447105788423154,TRUE,8,8,1
0.152,0.0601202404809619,0.304,0.120240480961924,TRUE,8,8,1
0.223552894211577,0.159680638722555,0.0239520958083832,0.031936127744511,TRUE,8,8,1
0.49500998003992,0.522954091816367,0.99001996007984,1,TRUE,8,8,1
0.0958083832335329,0.167664670658683,0.127744510978044,0.0878243512974052,TRUE,8,8,1
0.0359281437125748,0.031936127744511,0.0718562874251497,0.063872255489022,TRUE,8,8,1
0.239520958083832,0.24750499001996,0.479041916167665,0.49500998003992,TRUE,8,8,1
0.147704590818363,0.331337325349301,0.16,0.0798403193612774,TRUE,8,8,1
0.514970059880239,0.143712574850299,1,0.287425149700599,TRUE,8,8,1
0.654690618762475,0.81437125748503,1,1,TRUE,8,8,1
0.00399201596806387,0.004,0.00798403193612774,0.008,TRUE,8,8,1
0.862275449101796,0.970059880239521,0.407185628742515,0.263473053892216,TRUE,8,8,1
0.658682634730539,0.606786427145709,0.598802395209581,0.782435129740519,TRUE,8,8,1
0.275449101796407,0.37125748502994,0.255489021956088,0.335329341317365,TRUE,8,8,1
0.93812375249501,0.946107784431138,1,1,TRUE,8,8,1
0.546906187624751,0.598802395209581,0.31936127744511,0.391217564870259,TRUE,8,8,1
0.211576846307385,0.211576846307385,0.383233532934132,0.255489021956088,TRUE,8,8,1
0.750499001996008,0.67065868263473,0.81437125748503,0.702594810379242,TRUE,8,8,1
0.103792415169661,0.143712574850299,0.207584830339321,0.287425149700599,TRUE,8,8,1
0.0958083832335329,0.119760479041916,0.00798403193612774,0.00798403193612774,TRUE,8,8,1
