"n.tips","q01","q10","s","rep","p.ac01","p.ac10","p.plg","p.pgls","n.trans"
50,0.1,0.1,1,104,0.521172638436482,0.420062695924765,0.0913771704852877,0.611022890845091,3
50,0.1,0.1,1,105,0.364864864864865,0.529411764705882,0.419283520592766,0.872710365451179,3
50,0.1,0.1,1,106,0.591194968553459,0.434250764525994,0.315756254421866,0.632965383628573,5
50,0.1,0.1,1,107,0.158823529411765,0.541176470588235,0.999650026546399,0.326034298300312,1
50,0.1,0.1,1,108,0.579710144927536,0.267605633802817,0.296447012044864,0.426277468347658,2
50,0.1,0.1,1,109,0.12962962962963,0.171974522292994,0.102228716769035,0.395791056143523,3
50,0.1,0.1,1,110,0.108626198083067,0.0836012861736334,0.193097335265821,0.749360388490916,2
50,0.1,0.1,1,111,0.387640449438202,0.601671309192201,0.999769392819514,0.37610464327255,1
50,0.1,0.1,1,112,0.0828025477707006,0.862876254180602,0.998917241175928,0.284059774895953,1
50,0.1,0.1,1,113,0.532981530343008,0.13262599469496,0.36430424148591,0.559258576720094,3
50,0.1,0.1,1,114,0.313725490196078,0.839779005524862,0.110440736940594,0.0403375964230883,1
50,0.1,0.1,1,115,0.803234501347709,0.732620320855615,0.998686158242459,0.933758454219702,3
50,0.1,0.1,1,116,0.964071856287425,0.252365930599369,0.999939965566601,0.66376385452449,3
50,0.1,0.1,1,117,0.962732919254658,0.22360248447205,0.99877774719622,0.841560737576726,2
50,0.1,0.1,1,118,0.753086419753086,0.172307692307692,0.642992880008963,0.414832000486188,3
50,0.1,0.1,1,119,0.218649517684887,0.699386503067485,0.99980390849606,0.358985895934069,4
50,0.1,0.1,1,120,0.596923076923077,0.987730061349693,0.872734107609149,0.109048115439487,4
50,0.1,0.1,1,121,0.844827586206897,NA,0.977630684679709,0.606603266299288,2
50,0.1,0.1,1,122,NA,0.246153846153846,0.691879968573627,0.386029770339925,2
50,0.1,0.1,1,123,0.584615384615385,0.670807453416149,0.999718833875738,0.379046723785734,2
50,0.1,0.1,1,124,0.974683544303797,0.54140127388535,0.999815711394689,0.3207342559316,3
50,0.1,0.1,1,125,0.534818941504178,0.842105263157895,0.999254946688922,0.0766273214105127,5
50,0.1,0.1,1,126,0.559766763848397,0.179640718562874,1,0.410628032405311,2
50,0.1,0.1,1,127,NA,0.682926829268293,0.996242304373452,0.193898058814521,2
50,0.1,0.1,1,128,0.624309392265193,0.737967914438503,0.999127770778862,0.897657327850022,2
50,0.1,0.1,1,129,0.702380952380952,0.383647798742138,0.999903124547481,0.329511267007659,2
50,0.1,0.1,1,130,0.364705882352941,0.15028901734104,0.485104549768124,0.860763139534179,2
50,0.1,0.1,1,131,0.163398692810458,0.352201257861635,0.999188805549422,0.603029792791311,2
50,0.1,0.1,1,132,0.872727272727273,0.662020905923345,0.000948656917400821,0.00714128348536714,1
50,0.1,0.1,1,133,0.0949367088607595,0.557993730407524,0.0664426709921141,0.412111125534507,2
50,0.1,0.1,1,134,0.631284916201117,0.491620111731844,0.495453784058951,0.465127870280538,3
50,0.1,0.1,1,135,0.24203821656051,0.137704918032787,0.999564070889162,0.741443356924447,1
50,0.1,0.1,1,136,0.881656804733728,0.944606413994169,0.998838961899081,0.924185188563028,2
50,0.1,0.1,1,137,0.86908077994429,0.92722371967655,0.956706329402615,0.728024964086975,3
50,0.1,0.1,1,138,0.722388059701493,0.549848942598187,0.999803402162854,0.586290063163642,1
50,0.1,0.1,1,139,0.774193548387097,0.979351032448378,0.999526949160374,0.152974530152634,1
50,0.1,0.1,1,140,0.392638036809816,0.508982035928144,0.999969411522477,0.182215631162705,2
50,0.1,0.1,1,141,0.333333333333333,NA,0.99861482840533,0.987184739401926,2
50,0.1,0.1,1,142,0.68,NA,0.999715052701542,0.639243570490824,2
50,0.1,0.1,1,143,0.619354838709677,0.0394736842105263,0.99994181989705,0.29699401504632,1
50,0.1,0.1,1,144,0.981481481481482,0.807692307692308,0.999876907564736,0.788736412882491,1
50,0.1,0.1,1,145,0.272463768115942,0.130177514792899,0.272567637485783,0.690321720720047,3
50,0.1,0.1,1,146,0.28080229226361,0.467236467236467,0.999469958230046,0.0840748466095536,2
50,0.1,0.1,1,147,0.323432343234323,0.4375,0.643727553971407,0.541037675950888,3
50,0.1,0.1,1,148,0.13134328358209,0.25,0.323808975421615,0.715631189449237,3
50,0.1,0.1,1,149,0.949554896142433,0.237388724035608,0.99582143398655,0.636525212247785,3
50,0.1,0.1,1,150,0.865753424657534,0.502890173410405,0.999071423002585,0.231738843541843,2
50,0.1,0.1,1,151,0.165191740412979,0.104347826086957,0.0135760092399635,0.222023692815845,2
50,0.1,0.1,1,152,0.307291666666667,0.986737400530504,0.999916271414227,0.652563855093363,2
50,0.1,0.1,1,153,0.689024390243902,NA,0.999949756864078,0.652214376465018,2
50,0.1,0.1,1,154,0.677215189873418,NA,0.812872916396952,0.0697772875330863,2
50,0.1,0.1,1,155,0.466076696165192,NA,0.999197239140657,0.103492939766225,2
50,0.1,0.1,1,156,0.931596091205212,0.798701298701299,0.997048885431104,0.850696280515765,1
50,0.1,0.1,1,157,0.919881305637982,0.514970059880239,0.999445224522737,0.551432370426121,3
50,0.1,0.1,1,158,0.940809968847352,NA,0.999981306524058,0.3372649292961,2
50,0.1,0.1,1,159,0.914438502673797,0.376344086021505,0.999643182309971,0.895282686883169,4
50,0.1,0.1,1,160,0.196319018404908,0.935483870967742,0.999797426248288,0.123548629956867,1
50,0.1,0.1,1,161,0.784431137724551,0.501510574018127,0.999235540782403,0.430324576868935,2
50,0.1,0.1,1,162,0.767441860465116,0.917159763313609,0.999651363933109,0.749487322462265,1
50,0.1,0.1,1,163,0.57051282051282,0.394557823129252,0.997806786543262,0.637670204417767,4
50,0.1,0.1,1,164,0.511904761904762,0.498461538461538,0.999317719435455,0.728214799725213,1
50,0.1,0.1,1,165,0.761609907120743,0.809968847352025,0.999868073806915,0.540605592104904,1
50,0.1,0.1,1,166,0.836158192090395,0.968660968660969,0.999688799116508,0.649707665682308,1
50,0.1,0.1,1,167,0.979381443298969,0.455696202531646,0.317639293978785,0.142732581702357,5
50,0.1,0.1,1,168,0.468965517241379,0.664259927797834,0.998914412043807,0.144806401755562,4
50,0.1,0.1,1,169,0.328530259365994,0.0847457627118644,0.999616319591967,0.483808579458899,2
50,0.1,0.1,1,170,0.603174603174603,0.820846905537459,0.999212751135107,0.175953233183701,2
50,0.1,0.1,1,171,0.985835694050991,0.759776536312849,0.817334855362539,0.400089173686455,3
50,0.1,0.1,1,172,0.392572944297082,0.6875,0.999864095689944,0.738641335650861,3
50,0.1,0.1,1,173,0.392405063291139,0.550295857988166,0.999301230698903,0.855333637413491,4
50,0.1,0.1,1,174,0.804878048780488,0.638036809815951,0.999505575465494,0.589504199343008,2
50,0.1,0.1,1,175,0.661290322580645,0.73972602739726,0.725462525871007,0.166569799647434,2
50,0.1,0.1,1,176,0.778181818181818,0.41304347826087,0.999671624111336,0.0693143489776444,1
50,0.1,0.1,1,177,0.0869565217391304,0.0630914826498423,0.426917899470406,0.492656011250439,1
50,0.1,0.1,1,178,0.906906906906907,0.871641791044776,0.999950794508548,0.665657868018593,1
50,0.1,0.1,1,179,0.705570291777188,0.840425531914894,0.0299851682045927,0.0403641275124516,2
50,0.1,0.1,1,180,0.935672514619883,0.886904761904762,0.999982103513682,0.406531924034907,1
50,0.1,0.1,1,181,0.974212034383954,0.383233532934132,0.757892294357452,0.244274611371019,2
50,0.1,0.1,1,182,0.903061224489796,NA,0.999730270308188,0.514380694279595,2
50,0.1,0.1,1,183,0.904024767801858,0.912280701754386,0.999898401671483,0.552620186564178,1
50,0.1,0.1,1,184,0.509186351706037,0.112299465240642,0.353638246550837,0.792638919871223,3
50,0.1,0.1,1,185,0.300653594771242,0.940809968847352,0.80243986191115,0.71251475196764,2
50,0.1,0.1,1,186,0.8,0.435261707988981,0.364676434825793,0.320447323384593,3
50,0.1,0.1,1,187,0.48936170212766,0.791666666666667,0.999788248091692,0.53788499380168,1
50,0.1,0.1,1,188,0.428134556574924,0.253086419753086,0.997154714143348,0.599480107517948,2
50,0.1,0.1,1,189,0.524590163934426,0.957377049180328,0.999279583006234,0.575665080737077,2
50,0.1,0.1,1,190,0.52317880794702,0.996515679442509,0.999369160338828,0.636802785091939,3
50,0.1,0.1,1,191,0.0227920227920228,0.616279069767442,0.776388944604768,0.914324888147755,2
50,0.1,0.1,1,192,0.835443037974684,0.733509234828496,0.999920291968587,0.706976294702408,2
50,0.1,0.1,1,193,0.372759856630824,0.664495114006515,0.99982275437652,0.367021911685978,2
50,0.1,0.1,1,194,0.784431137724551,0.900584795321637,0.739570268543968,0.466088840641991,4
50,0.1,0.1,1,195,0.231292517006803,0.829931972789116,0.999438225965415,0.431344223102555,2
50,0.1,0.1,1,196,0.571428571428571,0.358490566037736,0.680907580752907,0.366148895347496,2
50,0.1,0.1,1,197,0.949152542372881,0.735099337748344,0.999585905536919,0.817312071196834,2
50,0.1,0.1,1,198,0.338028169014085,0.0514285714285714,0.409961556651568,0.770741733645086,5
50,0.1,0.1,1,199,0.52887537993921,0.626506024096386,0.999952410549646,0.376226063285863,3
50,0.1,0.1,1,200,0.805555555555556,0.0428954423592493,0.977525543640247,0.583122702468885,4
100,0.1,0.1,1,1,0.293670886075949,0.0686015831134565,0.998832421643489,0.199401377350899,3
100,0.1,0.1,1,2,0.105263157894737,0.785145888594164,0.999407800790455,0.970909907298335,2
100,0.1,0.1,1,3,0.569306930693069,0.0392156862745098,0.998803400134075,0.824844631244167,3
100,0.1,0.1,1,4,0.687022900763359,0.786458333333333,0.939810807801631,0.274359102124943,3
100,0.1,0.1,1,5,0.688346883468835,0.99438202247191,0.999940991846371,0.628509386325076,1
100,0.1,0.1,1,6,0.906329113924051,0.21875,0.742746374775496,0.229822707773623,4
100,0.1,0.1,1,7,0.463356973995272,0.36734693877551,0.244787272299561,0.969897030271543,3
100,0.1,0.1,1,8,0.271186440677966,0.419753086419753,0.999681428511194,0.756536848532109,2
100,0.1,0.1,1,9,0.214463840399002,0.295,0.514637183716415,0.0718021234767507,4
100,0.1,0.1,1,10,0.931116389548694,0.0475059382422803,0.999942324264669,0.612423519464191,2
100,0.1,0.1,1,11,0.676844783715013,NA,0.944244618008157,0.410906770089398,5
100,0.1,0.1,1,12,0.580152671755725,0.149625935162095,0.999851045208407,0.508509821899694,3
100,0.1,0.1,1,13,0.93598233995585,0.914027149321267,0.999401381558284,0.618221044527297,3
100,0.1,0.1,1,14,0.143646408839779,0.915254237288136,0.418094328567594,0.831736212588944,5
100,0.1,0.1,1,15,0.827380952380952,0.544927536231884,0.9993826376153,0.284117319383818,2
100,0.1,0.1,1,16,0.984536082474227,0.947643979057592,0.997493594127996,0.528600839581175,3
100,0.1,0.1,1,17,0.762836185819071,0.274698795180723,0.998979651129113,0.654394314813068,5
100,0.1,0.1,1,18,0.637532133676093,0.548812664907652,0.9986229520145,0.273173662585579,4
100,0.1,0.1,1,19,0.124168514412417,0.581560283687943,0.999215979349368,0.555867880198613,6
100,0.1,0.1,1,20,NA,0.686635944700461,0.90676186802066,0.162877250966255,2
100,0.1,0.1,1,21,0.851851851851852,0.371764705882353,0.758475044035411,0.479112815799198,4
100,0.1,0.1,1,22,0.912621359223301,0.895883777239709,0.999920711689592,0.209956991351953,4
100,0.1,0.1,1,23,0.756892230576441,0.556122448979592,0.999888807593473,0.570222230492077,3
100,0.1,0.1,1,24,0.17687074829932,0.647887323943662,0.844502147362248,0.450524948404551,7
100,0.1,0.1,1,25,0.555555555555556,NA,0.999102558859625,0.358911770312758,2
100,0.1,0.1,1,26,0.200477326968974,0.0300751879699248,0.999056190274393,0.0488985569679788,1
100,0.1,0.1,1,27,0.806045340050378,0.746803069053708,0.999842904587086,0.154253551444611,4
100,0.1,0.1,1,28,0.847006651884701,0.357466063348416,0.254452835721606,0.112955398641153,2
100,0.1,0.1,1,29,0.0806451612903226,0.836633663366337,0.999473533234999,0.705368079150415,3
100,0.1,0.1,1,30,0.54679802955665,0.259615384615385,0.999851873067765,0.124984799781413,2
100,0.1,0.1,1,31,0.596491228070175,NA,0.999439823590564,0.218386879355561,3
100,0.1,0.1,1,32,0.276190476190476,NA,0.313746259834879,0.347345428384538,2
100,0.1,0.1,1,33,0.191435768261965,0.516908212560386,0.999869108210003,0.539446339398529,3
100,0.1,0.1,1,34,0.198547215496368,0.635071090047393,0.999036481143176,0.687581659577712,3
100,0.1,0.1,1,35,0.103896103896104,0.155778894472362,0.0374459878797976,0.956131733923894,2
100,0.1,0.1,1,36,0.626506024096386,0.883495145631068,0.919821765412933,0.526280622124186,3
100,0.1,0.1,1,37,0.911214953271028,0.962616822429907,0.995553557342734,0.458116154281835,3
100,0.1,0.1,1,38,0.990338164251208,0.990430622009569,0.513401096308048,0.170180964863009,6
100,0.1,0.1,1,39,0.967136150234742,0.372641509433962,0.998924755220624,0.117836416530295,3
100,0.1,0.1,1,40,0.133004926108374,0.194312796208531,0.0392555040667029,0.969529374103397,5
100,0.1,0.1,1,41,0.132387706855792,0.175355450236967,0.461507063936229,0.210034303250118,2
100,0.1,0.1,1,42,0.640909090909091,0.488584474885845,0.9993191718617,0.793866580394028,3
100,0.1,0.1,1,43,NA,0.109263657957245,0.0698641358261643,0.00254276034327651,3
100,0.1,0.1,1,44,0.252927400468384,0.665127020785219,0.998078470191632,0.911455024566369,5
100,0.1,0.1,1,45,0.722826086956522,0.7,0.999913086790441,0.626444592678585,1
100,0.1,0.1,1,46,NA,0.697947214076246,0.999228181808386,0.772688326079704,2
100,0.1,0.1,1,47,0.358839050131926,0.544474393530997,0.417687315500237,0.405290553046969,3
100,0.1,0.1,1,48,0.203991130820399,0.140350877192982,0.999161266850887,0.494995674512513,3
100,0.1,0.1,1,49,0.958333333333333,0.794871794871795,0.999977951894231,0.468282322324781,2
100,0.1,0.1,1,50,0.536697247706422,0.834101382488479,0.999955069721847,0.0907408644857673,2
100,0.1,0.1,1,51,0.479616306954436,0.498823529411765,0.999710134492979,0.625210034423225,4
100,0.1,0.1,1,52,0.134615384615385,0.165876777251185,0.157860698753406,0.149260804647706,4
100,0.1,0.1,1,53,0.020460358056266,0.0345679012345679,1,0.944696612860651,1
100,0.1,0.1,1,54,0.362162162162162,0.02710027100271,0.999702270996676,0.962917390717963,3
100,0.1,0.1,1,55,0.223918575063613,0.483790523690773,0.999415106045006,0.327748308327746,1
100,0.1,0.1,1,56,0.401847575057737,0.0136054421768707,0.819404206269223,0.592362041651425,2
100,0.1,0.1,1,57,0.133016627078385,0.978622327790974,0.9994426248222,0.719132866499962,5
100,0.1,0.1,1,58,0.948979591836735,0.777506112469438,0.999159156373431,0.980604481725051,2
100,0.1,0.1,1,59,NA,0.731958762886598,0.999864516809871,0.429893210595361,2
100,0.1,0.1,1,60,NA,0.140350877192982,0.999247512550483,0.837383835459327,2
100,0.1,0.1,1,61,0.75609756097561,NA,0.999957858382539,0.991008344211388,4
100,0.1,0.1,1,62,1,0.59746835443038,0.998283007547169,0.781260883988361,3
100,0.1,0.1,1,63,0.967889908256881,0.819221967963387,0.999517735761237,0.581203141437552,2
100,0.1,0.1,1,64,0.692111959287532,0.705882352941177,0.998682587322748,0.50776713142186,4
100,0.1,0.1,1,65,0.403409090909091,0.254335260115607,0.99669234625676,0.190317465606196,2
100,0.1,0.1,1,66,0.199501246882793,0.86,0.907883748102967,0.464408274176134,3
100,0.1,0.1,1,67,0.8,0.955294117647059,0.999136381766022,0.581181323411585,3
100,0.1,0.1,1,68,NA,0.6751269035533,0.999941983816176,0.7970187433593,1
100,0.1,0.1,1,69,NA,0.60377358490566,0.994570475485026,0.926674746590224,2
100,0.1,0.1,1,70,0.0855106888361045,0.45346062052506,0.998553550876588,0.109346578953702,3
100,0.1,0.1,1,71,NA,0.964102564102564,0.999518268893281,0.794547104278694,2
100,0.1,0.1,1,72,0.731707317073171,0.470588235294118,0.971754737952336,0.727729363066316,2
100,0.1,0.1,1,73,0.327944572748268,NA,0.983905009389956,0.78084998358936,3
100,0.1,0.1,1,74,0.863874345549738,NA,0.788919029887565,0.80124596862059,3
100,0.1,0.1,1,75,0.954545454545455,0.232967032967033,0.99978354639858,0.853039121865993,4
100,0.1,0.1,1,76,0.815,0.103960396039604,0.999961830399531,0.691886027462113,3
100,0.1,0.1,1,77,0.302895322939866,0.460496613995485,0.240184870033265,0.504642067427529,3
100,0.1,0.1,1,78,0.951456310679612,0.968058968058968,0.998957581888863,0.871514766543708,1
100,0.1,0.1,1,79,0.198067632850242,0.584541062801932,0.863900523387821,0.162973221566836,4
100,0.1,0.1,1,80,0.602409638554217,0.5,0.999711587852354,0.773009215183076,1
100,0.1,0.1,1,81,0.716791979949875,0.556390977443609,0.989667508309222,0.469001446879461,2
100,0.1,0.1,1,82,0.255208333333333,0.401069518716578,0.935854955121773,0.513530298359599,3
100,0.1,0.1,1,83,0.933333333333333,0.927184466019418,0.999576056002947,0.140513598976834,4
100,0.1,0.1,1,84,0.0558375634517767,0.272251308900524,0.285380784321765,0.683704718346477,3
100,0.1,0.1,1,85,0.118863049095607,0.756613756613757,0.998151786031466,0.692787081297813,2
100,0.1,0.1,1,86,0.827751196172249,0.807881773399015,0.999475754823553,0.53710112801072,4
100,0.1,0.1,1,87,0.717592592592593,0.323325635103926,0.999116100152293,0.467255074985038,3
100,0.1,0.1,1,88,0.865384615384615,0.0884520884520884,0.916560862541292,0.62916647239557,6
100,0.1,0.1,1,89,0.0512820512820513,0.702290076335878,0.767760691165349,0.37784948729296,6
100,0.1,0.1,1,90,0.642297650130548,0.809399477806789,0.998552103266947,0.430007313145428,4
100,0.1,0.1,1,91,0.570135746606335,NA,0.994560139706494,0.812488446072872,2
100,0.1,0.1,1,92,0.436194895591647,0.986111111111111,0.999491541591685,0.475725980002434,3
100,0.1,0.1,1,93,0.127139364303178,0.992840095465394,0.99936231228808,0.738361260886423,4
100,0.1,0.1,1,94,0.364583333333333,0.941176470588235,0.999760510902084,0.436122375880389,2
