"n.tips","q.rate","s","rep","p.anccond.01","p.anccond.10","p.phyloglm","p.pgls","n.true.trans","n.discard"
50,0.1,1,1,0.786585365853659,0.968944099378882,0.99963586210202,0.93863594736683,3,2
50,0.1,1,2,0.931428571428571,0.878186968838527,0.819140188500482,0.477163530569289,4,8
50,0.1,1,3,0.853658536585366,NA,0.999203330361641,0.276286436848343,2,3
50,0.1,1,4,0.60958904109589,0.893470790378007,0.999911762187232,0.946021527846962,2,10
50,0.1,1,5,NA,0.720496894409938,0.839305876582139,0.899608835483835,2,2
50,0.1,1,6,0.640483383685801,0.55421686746988,0.999589506272377,0.144799632678994,3,5
50,0.1,1,7,0.731428571428571,0.522222222222222,0.998785634123012,0.0851073204494508,3,2
50,0.1,1,8,0.467966573816156,0.798927613941019,0.999020260624679,0.508825626275161,1,2
50,0.1,1,9,0.348571428571429,0.308988764044944,0.680107771413479,0.483348573902314,3,1
50,0.1,1,10,0.325068870523416,0.619178082191781,0.0127195260990558,0.0100225955907872,2,0
50,0.1,1,11,0.706493506493507,0.239782016348774,0.107727087862082,0.0606724252885973,4,1
50,0.1,1,12,0.76038338658147,0.484472049689441,0.998541666129655,0.477084524031751,3,1
50,0.1,1,13,0.534883720930233,0.629737609329446,0.999901685325074,0.888738649783159,1,2
50,0.1,1,14,0.660818713450292,0.899135446685879,0.997830172375899,0.96420809437232,3,4
50,0.1,1,15,0.566371681415929,0.859701492537313,0.919893946181654,0.918758749670186,2,20
50,0.1,1,16,0.672463768115942,0.837988826815642,0.997823782874919,0.451327082484869,3,5
50,0.1,1,17,0.493887530562347,0.0635696821515892,0.998887796213674,0.489229688504417,2,1
50,0.1,1,18,0.659090909090909,0.818443804034582,0.999827338498986,0.604817207971863,1,0
50,0.1,1,19,0.967741935483871,0.690026954177898,0.998005850320329,0.37411692222221,2,0
50,0.1,1,20,0.930232558139535,0.258064516129032,0.998876196743653,0.681391608457075,2,8
50,0.1,1,21,0.693766937669377,0.565333333333333,0.999503521428155,0.879195844086922,6,2
50,0.1,1,22,0.0116279069767442,0.213872832369942,0.629626340162514,0.396605747908738,3,3
50,0.1,1,23,0.673076923076923,0.292063492063492,0.999720745241015,0.706609536286437,2,1
50,0.1,1,24,0.857142857142857,0.496732026143791,0.999657835851685,0.90691111030376,2,14
50,0.1,1,25,0.933333333333333,0.708571428571429,0.999796071211796,0.896601338574281,3,0
50,0.1,1,26,0.831804281345566,0.533742331288344,0.999688696231488,0.64048181924058,2,1
50,0.1,1,27,0.736196319018405,0.169184290030211,0.240009857169402,0.472327917273714,3,9
50,0.1,1,28,0.495176848874598,0.833333333333333,0.999611592887541,0.617954658260697,2,2
50,0.1,1,29,0.554140127388535,0.252427184466019,0.999965280322343,0.318381942786942,4,0
50,0.1,1,30,0.497297297297297,0.83008356545961,0.999956990016872,0.760504783988702,2,0
50,0.1,1,31,0.852272727272727,0.898305084745763,0.999710548922313,0.288583658648435,3,2
50,0.1,1,32,NA,0.0993788819875776,0.0552585666188174,0.0597643789951848,2,4
50,0.1,1,33,0.209876543209877,0.0123456790123457,0.451798872736259,0.78619721187952,3,0
50,0.1,1,34,0.135977337110482,0.143646408839779,0.469491494059547,0.452591533885426,4,8
50,0.1,1,35,0.308988764044944,0.430594900849858,0.999934253139737,0.976258604211141,3,0
50,0.1,1,36,0.118343195266272,NA,1,0.371809044716896,2,0
50,0.1,1,37,0.202614379084967,0.896103896103896,0.999449112511204,0.74345429375138,2,4
50,0.1,1,38,0.889460154241645,0.205263157894737,0.998546507157987,0.137316089543264,3,1
50,0.1,1,39,0.265822784810127,0.492401215805471,0.999851770227111,0.414832584564998,2,2
50,0.1,1,40,0.278820375335121,0.25,0.540701576507566,0.00564045724257627,4,1
50,0.1,1,41,0.76056338028169,0.753086419753086,0.999941231450713,0.767309006363458,2,1
50,0.1,1,42,0.465116279069767,0.525373134328358,0.910665441009569,0.65395551081764,2,5
50,0.1,1,43,0.33048433048433,0.713881019830028,0.988832363076276,0.593407244680546,4,2
50,0.1,1,44,0.388405797101449,0.191304347826087,0.0877186684015769,0.00228784554278732,3,5
50,0.1,1,45,0.463667820069204,0.898648648648649,0.998401287865357,0.438259859963536,3,1
50,0.1,1,46,0.666666666666667,NA,1,0.037621436845522,1,2
50,0.1,1,47,0.590909090909091,0.470588235294118,0.999336363548672,0.621410675705317,2,0
50,0.1,1,48,0.82312925170068,0.924137931034483,0.999998396257684,0.716105994658344,2,0
50,0.1,1,49,0.962962962962963,0.664451827242525,0.999882754658436,0.656166076459479,1,0
50,0.1,1,50,NA,0.457337883959044,0.999483290670732,0.887952356385623,1,1
50,0.1,1,51,0.3,0.225519287833828,0.9995541360582,0.80137750066006,2,2
50,0.1,1,52,0.76750700280112,0.37037037037037,0.999772512957845,0.953107952570462,3,3
50,0.1,1,53,0.889589905362776,0.651757188498403,0.999241367288433,0.0751276559774335,3,0
50,0.1,1,54,0.553191489361702,0.560975609756098,0.999532108161003,0.925143552997545,1,1
50,0.1,1,55,0.562874251497006,0.726744186046512,0.99997064657224,0.27254608521603,3,1
50,0.1,1,56,0.53185595567867,0.149584487534626,0.999928460869763,0.823225428117064,1,0
50,0.1,1,57,0.743421052631579,0.914473684210526,0.999490680050381,0.327279345299471,2,1
50,0.1,1,58,0.754929577464789,0.056657223796034,0.727516869377208,0.143710178459646,3,5
50,0.1,1,59,0.313479623824451,0.198795180722892,0.999565157481363,0.358625906447253,2,4
50,0.1,1,60,0.731707317073171,0.892508143322476,0.999462969127086,0.176457238618919,5,1
50,0.1,1,61,0.556818181818182,0.254437869822485,0.851821762368859,0.955859254437466,5,5
50,0.1,1,62,0.30718954248366,0.0866666666666667,0.999042440132973,0.316355603874587,2,2
50,0.1,1,63,0.703363914373089,0.68125,0.999800756405867,0.0821397999480816,2,1
50,0.1,1,64,0.403614457831325,0.994011976047904,0.00283991526817389,0.00993032014663126,3,6
50,0.1,1,65,0.655518394648829,0.700680272108844,0.999213883984702,0.465427951766951,1,5
50,0.1,1,66,0.497109826589595,0.515068493150685,0.585760389439982,0.328938528344276,2,0
50,0.1,1,67,0.657303370786517,NA,0.563965824332967,0.446975169988065,4,3
50,0.1,1,68,0.806060606060606,0.871165644171779,0.00336304541657534,0.0563678259470929,4,6
50,0.1,1,69,0.459701492537313,0.3202416918429,0.999999569499853,0.446844957435581,1,4
50,0.1,1,70,0.136498516320475,0.309037900874636,0.998950625881434,0.543700138785179,2,8
50,0.1,1,71,0.753012048192771,0.69208211143695,0.999544312034317,0.949104937607718,1,1
50,0.1,1,72,0.994011976047904,0.201834862385321,0.999910788941907,0.933154450491546,2,3
50,0.1,1,73,0.218487394957983,0.0833333333333333,0.148439244477011,0.0125867390475886,2,1
50,0.1,1,74,0.656804733727811,0.489425981873112,0.999944770477941,0.758166602249002,1,5
50,0.1,1,75,0.633540372670807,NA,0.998879073752498,0.764173936265401,2,1
50,0.1,1,76,0.880952380952381,0.982248520710059,0.999104756740865,0.147753158184134,2,1
50,0.1,1,77,0.469453376205788,0.877300613496933,0.999958522795008,0.751801836579271,1,6
50,0.1,1,78,0.658753709198813,0.364179104477612,0.761768753671946,0.226586211989501,4,4
50,0.1,1,79,0.254658385093168,0.495468277945619,0.999105219045991,0.384392626609606,1,2
50,0.1,1,80,0.581005586592179,0.8,0.999425738430474,0.228981767332832,4,0
50,0.1,1,81,0.901734104046243,NA,0.999611414324385,0.868429587903049,1,0
50,0.1,1,82,0.672782874617737,0.535384615384615,0.9997336144098,0.244440110218466,2,3
50,0.1,1,83,0.22360248447205,0.832826747720365,0.307771033108477,0.34678161868756,2,5
50,0.1,1,84,0.147971360381862,0.918635170603675,0.996897582028061,0.412211963429016,4,2
50,0.1,1,85,0.964383561643836,0.664864864864865,0.347716896337107,0.105953229455296,3,1
50,0.1,1,86,0.850649350649351,0.147909967845659,0.999940995834262,0.773020138993591,2,2
50,0.1,1,87,0.258064516129032,0.8,0.999611421555424,0.814957610454854,4,0
50,0.1,1,88,0.238244514106583,0.666666666666667,0.997802583060497,0.760513149668124,2,0
50,0.1,1,89,0.767441860465116,0.349295774647887,0.625972537845538,0.328658186491064,2,1
50,0.1,1,90,NA,0.993589743589744,0.999741896070202,0.378590227951938,2,3
50,0.1,1,91,0.720779220779221,0.153333333333333,0.999278133013996,0.519832136778259,5,2
50,0.1,1,92,NA,0.318435754189944,0.999999163336526,0.139321840292158,1,0
50,0.1,1,93,0.666666666666667,0.41566265060241,0.999705780509114,0.521332131841734,3,1
50,0.1,1,94,0.326760563380282,0.446194225721785,0.999092573814794,0.10758882770928,2,5
50,0.1,1,95,0.783382789317507,NA,0.999776474440836,0.94478310679949,1,0
50,0.1,1,96,0.366013071895425,0.526315789473684,0.677311002955237,0.296914225565265,3,0
50,0.1,1,97,0.724035608308605,0.966966966966967,0.161104478966266,0.132786756593982,2,6
50,0.1,1,98,0.391566265060241,0.850439882697947,0.999362439282176,0.750250601918047,1,3
50,0.1,1,99,0.784982935153584,0.343642611683849,0.999911713287291,0.313024617006771,1,8
50,0.1,1,100,0.0458452722063037,0.202380952380952,0.0254310210494613,0.406289517035969,3,0
50,0.1,1,101,0.672727272727273,0.409638554216867,0.99998834417567,0.736421908212574,3,4
50,0.1,1,102,0.795031055900621,0.712574850299401,0.996346194105864,0.355923386986777,4,4
50,0.1,1,103,0.655072463768116,0.977401129943503,0.999922926775704,0.268631556836847,2,4
50,0.1,1,104,NA,0.508771929824561,0.999521969409803,0.405372616798054,1,2
50,0.1,1,105,0.431372549019608,0.192439862542955,0.999995578105991,0.459873110566568,4,0
50,0.1,1,106,0.971428571428571,0.990228013029316,0.999733715228293,0.613213452385784,3,1
50,0.1,1,107,0.386503067484663,0.735849056603774,0.996982660130428,0.299426363915405,3,3
50,0.1,1,108,0.246418338108883,0.364640883977901,0.999495684441125,0.807342732427369,1,2
50,0.1,1,109,0.0790273556231003,0.595092024539877,0.60694746197412,0.146017702064842,2,3
50,0.1,1,110,NA,0.623853211009174,0.997915406388979,0.853891758377608,2,4
50,0.1,1,111,0.525547445255474,0.379182156133829,0.998211584373912,0.605138628614806,3,0
50,0.1,1,112,0.263013698630137,0.302857142857143,0.37612353672254,0.0304332464689229,4,4
50,0.1,1,113,0.970930232558139,0.256410256410256,0.999309185593051,0.494158629838713,4,1
50,0.1,1,114,0.568047337278107,0.825688073394495,0.996479786976899,0.0371159584167591,4,1
50,0.1,1,115,0.936619718309859,0.575342465753425,0.999760934148785,0.822611184380201,3,0
50,0.1,1,116,0.486215538847118,0.805194805194805,0.910384898350802,0.529408543849129,3,0
50,0.1,1,117,0.494791666666667,0.304347826086957,0.998917315423542,0.535630037927967,3,0
50,0.1,1,118,0.778443113772455,0.230088495575221,0.531409861906275,0.1786605094392,4,2
50,0.1,1,119,0.707692307692308,0.496042216358839,0.999895049905401,0.741298082897199,7,9
50,0.1,1,120,0.696883852691218,0.785714285714286,0.997269392164767,0.177043369816257,1,5
50,0.1,1,121,0.457317073170732,0.552941176470588,0.979948759412783,0.0366150473089744,3,5
50,0.1,1,122,0.424615384615385,0.0833333333333333,0.999693077203491,0.603977446501283,4,3
50,0.1,1,123,0.575875486381323,0.110671936758893,0.999333760074589,0.20061314625434,2,2
50,0.1,1,124,0.641975308641975,0.160493827160494,0.999991640733766,0.282635538911028,3,2
50,0.1,1,125,0.337874659400545,0.332439678284182,0.154291367199418,0.256702510023003,3,4
50,0.1,1,126,0.9,0.247978436657682,0.00432970268664449,0.0127132550189285,3,1
50,0.1,1,127,0.581039755351682,0.394904458598726,0.9983671360586,0.407679944429712,2,4
50,0.1,1,128,0.92,0.744047619047619,0.99998342706142,0.959425961105189,2,1
50,0.1,1,129,0.547368421052632,0.589041095890411,0.999351380838575,0.39895014812026,3,22
50,0.1,1,130,NA,0.614492753623188,0.999044406310069,0.233389299648867,1,7
50,0.1,1,131,0.440789473684211,0.983606557377049,0.99973423457513,0.433549103175333,2,11
50,0.1,1,132,0.949152542372881,0.651428571428571,0.998019006013974,0.620785834148499,3,4
50,0.1,1,133,0.914089347079038,0.958904109589041,0.999362388265067,0.790009980797993,1,8
50,0.1,1,134,0.837988826815642,0.323119777158774,0.722121915594076,0.63742371337478,3,0
50,0.1,1,135,0.734806629834254,0.685393258426966,0.997946028619581,0.729036664864133,2,1
50,0.1,1,136,0.529411764705882,0.654867256637168,0.999610642499717,0.478084601281471,2,2
50,0.1,1,137,0.72189349112426,0.656626506024096,0.996751636919705,0.449088870313739,3,2
50,0.1,1,138,0.835820895522388,0.890909090909091,0.99967384956594,0.973176374060975,2,3
50,0.1,1,139,0.190769230769231,0.152492668621701,0.998991568416989,0.336590696677645,2,5
50,0.1,1,140,0.948640483383686,0.602985074626866,0.999566476190992,0.480362787917153,1,8
50,0.1,1,141,0.672316384180791,0.584958217270195,0.999994778844705,0.754711193775111,3,0
