"n.tips","q01","q10","s","rep","p.ac01","p.ac10","p.plg","p.pgls","n.trans"
50,0.1,0.1,1,32,0.916167664670659,0.865671641791045,0.771151939528347,0.244926571231184,3
50,0.1,0.1,1,33,0.626506024096386,0.885630498533724,0.438856394927185,0.56638990800217,4
50,0.1,0.1,1,34,0.812121212121212,0.489164086687306,0.998916994878314,0.153704733320317,3
50,0.1,0.1,1,35,0.341317365269461,0.5,0.999303737034825,0.81037826078102,1
50,0.1,0.1,1,36,0.856304985337243,0.658892128279883,0.999477275679561,0.343638356241852,1
50,0.1,0.1,1,37,0.305732484076433,0.0906148867313916,0.999395769324401,0.854258387852161,4
50,0.1,0.1,1,38,0.902298850574713,0.0584795321637427,0.952511546449356,0.962663318480606,3
50,0.1,0.1,1,39,0.282051282051282,NA,0.999615151300835,0.283171907109899,1
50,0.1,0.1,1,40,0.223495702005731,0.233918128654971,0.563220765928684,0.671336785877524,5
50,0.1,0.1,1,41,0.708074534161491,0.297029702970297,0.999858911217602,0.533937386119497,3
50,0.1,0.1,1,42,0.254957507082153,0.461095100864553,0.998930734329992,0.625260601334767,2
50,0.1,0.1,1,43,0.592592592592593,NA,0.999995876336013,0.185399803590107,1
50,0.1,0.1,1,44,0.686813186813187,0.761643835616438,0.999837828656163,0.305261042580721,1
50,0.1,0.1,1,45,0.590529247910863,0.535211267605634,0.998864398773514,0.302779330524437,3
50,0.1,0.1,1,46,0.309597523219814,0.308139534883721,0.631101930111581,0.143564152443244,2
50,0.1,0.1,1,47,0.31438127090301,0.935593220338983,0.179743190597024,0.10142493518944,3
50,0.1,0.1,1,48,0.852664576802508,0.689873417721519,0.999711624528434,0.953623437558347,1
50,0.1,0.1,1,49,0.632218844984802,0.288343558282209,0.998598701852891,0.117388196824519,3
50,0.1,0.1,1,50,0.853260869565217,0.632707774798928,0.00237619743658554,0.00794584066383439,3
50,0.1,0.1,1,51,0.735294117647059,0.337349397590361,0.729578776205705,0.293409816204783,4
50,0.1,0.1,1,52,0.558303886925795,0.664150943396226,0.999782411303393,0.791268895112555,1
50,0.1,0.1,1,53,0.624657534246575,0.432876712328767,0.999668481522745,0.297306002310108,2
50,0.1,0.1,1,54,0.719178082191781,0.742857142857143,0.999902736057795,0.20791151802842,2
50,0.1,0.1,1,55,0.803680981595092,0.851735015772871,0.0137888392236227,0.0461619842738684,2
50,0.1,0.1,1,56,0.411985018726592,0.848708487084871,0.999172078094023,0.183271228040816,2
50,0.1,0.1,1,57,0.32807570977918,0.553846153846154,0.998689658340826,0.953403122393043,4
50,0.1,0.1,1,58,0.234604105571848,0.313253012048193,0.999572407058366,0.518543043787776,2
50,0.1,0.1,1,59,0.936585365853659,0.945273631840796,0.999909628933759,0.935455973877224,2
50,0.1,0.1,1,60,0.334448160535117,0.238095238095238,0.999799622046211,0.38066369680691,4
50,0.1,0.1,1,61,0.698060941828255,0.453038674033149,0.999778512124936,0.447399906842816,1
50,0.1,0.1,1,62,0.439628482972136,0.441717791411043,0.204240226006896,0.14161147999297,2
50,0.1,0.1,1,63,0.587155963302752,0.371069182389937,0.690746528536513,0.928930784190418,2
50,0.1,0.1,1,64,0.728643216080402,0.130548302872063,0.999580320288416,0.677364026103326,3
50,0.1,0.1,1,65,0.973913043478261,0.8,0.999410951308616,0.377056388641632,1
50,0.1,0.1,1,66,0.539083557951482,0.345744680851064,0.998658704652758,0.510666064100445,3
50,0.1,0.1,1,67,0.690058479532164,0.197604790419162,0.999689256636456,0.279238582525291,3
50,0.1,0.1,1,68,0.635838150289017,0.173410404624277,0.999992587036979,0.0885799025885849,3
50,0.1,0.1,1,69,0.827361563517915,0.854430379746835,0.0458169735588446,0.449575703690039,2
50,0.1,0.1,1,70,0.787535410764873,0.789915966386555,0.779316525234873,0.48874293386099,2
50,0.1,0.1,1,71,0.666666666666667,0.983164983164983,0.999985248732383,0.728618963483762,1
50,0.1,0.1,1,72,0.180685358255452,0.174757281553398,0.155583721891639,0.238437417250207,2
50,0.1,0.1,1,73,0.412121212121212,0.762762762762763,0.352344910267376,0.846575526364549,4
50,0.1,0.1,1,74,0.933774834437086,0.677215189873418,0.897172675474088,0.0817057082515187,3
50,0.1,0.1,1,75,0.635294117647059,0.313253012048193,0.999950226715918,0.2274629020798,1
50,0.1,0.1,1,76,0.527272727272727,0.591044776119403,0.428816045537222,0.0186409312566201,5
50,0.1,0.1,1,77,0.752542372881356,0.920863309352518,0.999791909689981,0.2342955641553,3
50,0.1,0.1,1,78,0.376811594202899,0.0963172804532578,0.805701799735615,0.327701162653169,2
50,0.1,0.1,1,79,0.195530726256983,0.0728291316526611,0.321886458823199,0.646391003560001,3
50,0.1,0.1,1,80,0.563106796116505,0.131578947368421,0.999963121422848,0.639917558454346,1
50,0.1,0.1,1,81,0.598337950138504,0.804469273743017,0.99933155399533,0.08709614959456,1
50,0.1,0.1,1,82,0.931034482758621,NA,0.999701920768008,0.560242425889921,1
50,0.1,0.1,1,83,0.614925373134328,0.469512195121951,0.997850701779627,0.404900168765758,3
50,0.1,0.1,1,84,0.48297213622291,0.326409495548961,0.999919067412562,0.407024739816475,1
50,0.1,0.1,1,85,0.567741935483871,NA,0.999798482473749,0.821315388530678,1
50,0.1,0.1,1,86,0.744444444444444,0.580645161290323,0.99931568268767,0.942714095358143,2
50,0.1,0.1,1,87,0.262390670553936,0.409090909090909,0.154687608148012,0.210910057207894,4
50,0.1,0.1,1,88,0.388571428571429,0.824858757062147,0.99846572848018,0.27673609116232,3
50,0.1,0.1,1,89,0.227544910179641,0.275,0.418154432930835,0.0244659338377201,3
50,0.1,0.1,1,90,0.453172205438066,0.63855421686747,0.999281719920506,0.626805374354157,2
50,0.1,0.1,1,91,0.693989071038251,0.223404255319149,0.999455506288946,0.149022145302522,5
50,0.1,0.1,1,92,0.89171974522293,0.723404255319149,0.999958180004232,0.421522345423217,2
50,0.1,0.1,1,93,0.61875,0.977049180327869,0.999677800384483,0.584439039150936,1
50,0.1,0.1,1,94,0.200607902735562,NA,0.999998633426039,0.815748824514849,2
50,0.1,0.1,1,95,0.295302013422819,0.62876254180602,0.999219319028687,0.56420843111791,1
50,0.1,0.1,1,96,0.480446927374302,0.173913043478261,0.999512044560888,0.130374931881412,3
50,0.1,0.1,1,97,0.238095238095238,0.715404699738903,0.276865265042439,0.290159449983276,3
50,0.1,0.1,1,98,0.783783783783784,NA,0.999679494688804,0.733954127318807,4
50,0.1,0.1,1,99,0.411149825783972,0.482517482517482,0.99997684375098,0.0904854377766408,2
50,0.1,0.1,1,100,0.314754098360656,0.343949044585987,0.999747841697657,0.502107836254649,2
50,0.1,0.1,1,101,0.3690036900369,0.756756756756757,1,0.387211705362481,2
50,0.1,0.1,1,102,0.431486880466472,0.483383685800604,0.999081770283096,0.020655832966757,1
50,0.1,0.1,1,103,0.482084690553746,0.92258064516129,0.999196127336871,0.185688152055346,1
50,0.1,0.1,1,104,0.904761904761905,0.815028901734104,0.999993202708722,0.516843172128938,2
50,0.1,0.1,1,105,0.845360824742268,0.751958224543081,0.998946467896858,0.0564292580138635,2
50,0.1,0.1,1,106,0.895522388059702,0.724358974358974,0.999779515176138,0.732315935462045,3
50,0.1,0.1,1,107,0.141176470588235,0.541176470588235,0.341093508723312,0.82087469626324,2
50,0.1,0.1,1,108,0.701219512195122,NA,0.999860155831458,0.67693676194458,2
50,0.1,0.1,1,109,0.369426751592357,NA,0.99922092345119,0.790311289079454,2
50,0.1,0.1,1,110,0.826923076923077,0.580645161290323,0.999965584994802,0.922940159555931,3
50,0.1,0.1,1,111,0.985915492957746,0.851428571428571,0.999100506055026,0.49724733015034,2
50,0.1,0.1,1,112,0.683385579937304,0.975757575757576,0.99937322139747,0.688264196754045,3
50,0.1,0.1,1,113,0.945454545454545,NA,0.99958125714785,0.725496252472113,2
50,0.1,0.1,1,114,0.0421686746987952,0.413373860182371,0.75833127727374,0.675973790281062,2
50,0.1,0.1,1,115,0.313953488372093,0.214492753623188,0.999672473637577,0.29596042605766,2
50,0.1,0.1,1,116,0.5,0.069164265129683,0.630517725835294,0.287094098313483,2
50,0.1,0.1,1,117,0.686046511627907,0.341880341880342,0.999625429887186,0.360416353697382,3
50,0.1,0.1,1,118,0.563307493540052,0.641025641025641,0.997613913062058,0.574267132378597,3
50,0.1,0.1,1,119,0.181818181818182,0.614925373134328,0.220841072482362,0.46900589374231,2
50,0.1,0.1,1,120,0.848314606741573,0.480446927374302,0.724296892698822,0.553933242429046,3
50,0.1,0.1,1,121,0.645161290322581,0.930232558139535,0.999160347122512,0.595473051464923,1
50,0.1,0.1,1,122,0.859649122807018,0.439024390243902,0.752267501394437,0.332785101667051,3
50,0.1,0.1,1,123,0.813753581661891,0.856338028169014,0.999117139078932,0.325963546253142,4
50,0.1,0.1,1,124,0.715189873417722,1,0.99926906987723,0.104662843640402,4
50,0.1,0.1,1,125,0.550295857988166,0.744985673352435,0.999346019351811,0.438866600704465,3
50,0.1,0.1,1,126,0.631884057971015,0.951566951566952,0.999914058301894,0.303168489276239,1
50,0.1,0.1,1,127,0.71571906354515,NA,0.999765381642553,0.130044280443592,1
50,0.1,0.1,1,128,0.417989417989418,0.126315789473684,0.999977992238052,0.593045457403805,3
50,0.1,0.1,1,129,0.455384615384615,1,0.999347605412377,0.482306625716963,1
50,0.1,0.1,1,130,0.804804804804805,0.720930232558139,0.999617758022386,0.758442493622622,4
50,0.1,0.1,1,131,0.51685393258427,0.683473389355742,0.998425413009961,0.187092035442374,3
50,0.1,0.1,1,132,0.973262032085562,0.380952380952381,0.998605346434001,0.21079668305909,5
50,0.1,0.1,1,133,0.746835443037975,0.670846394984326,0.996957317990195,0.787445683054931,3
50,0.1,0.1,1,134,0.523076923076923,0.660550458715596,0.592092966955596,0.660456932802544,4
50,0.1,0.1,1,135,0.692307692307692,0.918032786885246,0.999769537912447,0.162809997902499,2
50,0.1,0.1,1,136,0.46064139941691,0.653409090909091,0.999576412561644,0.422565591989934,2
50,0.1,0.1,1,137,0.401294498381877,0.19935691318328,0.999940133273624,0.942695490248909,1
50,0.1,0.1,1,138,0.920127795527157,0.721518987341772,0.999966624840966,0.729208042250528,2
50,0.1,0.1,1,139,0.158940397350993,NA,0.228642748591825,0.795361973010769,2
50,0.1,0.1,1,140,0.705539358600583,0.891566265060241,0.999882813922448,0.311565299639135,2
50,0.1,0.1,1,141,0.96319018404908,0.877887788778878,0.99987017743707,0.909905072614267,1
50,0.1,0.1,1,142,0.571428571428571,0.598540145985402,0.731827387575282,0.159692310093722,2
50,0.1,0.1,1,143,0.566371681415929,0.0597014925373134,0.998534536640109,0.908163068125562,4
50,0.1,0.1,1,144,0.591194968553459,0.796178343949045,0.768876587815072,0.520336806374387,3
50,0.1,0.1,1,145,0.991253644314869,0.897590361445783,0.994088581833759,0.608944327388918,3
50,0.1,0.1,1,146,0.596590909090909,0.359420289855072,0.642109363728182,0.355733900636332,3
50,0.1,0.1,1,147,0.333333333333333,0.00746268656716418,0.655074864742216,0.0294606939400132,4
50,0.1,0.1,1,148,0.251497005988024,0.289855072463768,0.977807561662865,0.636709350591241,3
50,0.1,0.1,1,149,0.664670658682635,0.754491017964072,0.997886214600363,0.713131294015551,2
50,0.1,0.1,1,150,0.442424242424242,0.160493827160494,0.999850412890062,0.773305409266629,2
50,0.1,0.1,1,151,0.746355685131195,0.797619047619048,0.997590052856011,0.370262733496218,2
50,0.1,0.1,1,152,0.412979351032448,0.294985250737463,0.929059165288565,0.929383094037504,2
50,0.1,0.1,1,153,0.626666666666667,0.456140350877193,0.999916107127379,0.297759780732821,1
50,0.1,0.1,1,154,0.93134328358209,0.0900900900900901,0.665563926139407,0.633364993894476,2
50,0.1,0.1,1,155,0.818461538461538,0.130563798219585,0.999678308966434,0.366378580425185,3
50,0.1,0.1,1,156,0.455384615384615,NA,0.99903584847134,0.107749296190548,1
50,0.1,0.1,1,157,0.806060606060606,0.558558558558559,0.999994915663868,0.322542276314005,1
50,0.1,0.1,1,158,0.517412935323383,0.90547263681592,0.998942640926458,0.210920046853164,4
50,0.1,0.1,1,159,0.192,0.0108991825613079,0.999953277908307,0.537741629125792,1
50,0.1,0.1,1,160,0.562300319488818,0.906832298136646,0.99980264215262,0.45480661336936,2
50,0.1,0.1,1,161,0.484429065743945,0.824324324324324,0.999094715741532,0.0808087281076856,2
50,0.1,0.1,1,162,0.607260726072607,0.0915032679738562,0.997445907747418,0.359062072038677,4
50,0.1,0.1,1,163,0.645161290322581,0.577464788732394,0.99989839063197,0.622633880500379,2
50,0.1,0.1,1,164,0.879746835443038,0.455696202531646,0.875461258291039,0.751916155738579,2
50,0.1,0.1,1,165,0.897360703812317,0.916201117318436,0.999670367403869,0.753165660827037,2
50,0.1,0.1,1,166,0.460526315789474,0.406451612903226,0.99960527190392,0.668718621177795,3
50,0.1,0.1,1,167,0.472934472934473,0.760233918128655,0.636294560892178,0.506954594825464,3
50,0.1,0.1,1,168,0.620689655172414,0.0606060606060606,0.999790327617037,0.826447791361963,3
50,0.1,0.1,1,169,0.94047619047619,NA,0.999989910337048,0.392200357753353,1
50,0.1,0.1,1,170,0.495238095238095,0.99672131147541,0.999096728790754,0.309749917902048,1
50,0.1,0.1,1,171,0.97910447761194,0.431034482758621,0.997991507097766,0.0563958703027417,4
50,0.1,0.1,1,172,0.56020942408377,0.169665809768638,0.999984932569995,0.801958500048003,2
50,0.1,0.1,1,173,0.728358208955224,0.291666666666667,0.995237747831181,0.743935323398624,3
50,0.1,0.1,1,174,0.635416666666667,0.474934036939314,0.486159027318833,0.629977304682549,5
50,0.1,0.1,1,175,0.328267477203647,0.844984802431611,0.998643928634037,0.243091879007504,1
50,0.1,0.1,1,176,0.980891719745223,0.62111801242236,0.999619222369797,0.322490212392263,1
50,0.1,0.1,1,177,0.533807829181495,0.969072164948454,0.997351955110071,0.293166559936511,1
50,0.1,0.1,1,178,0.770588235294118,NA,0.999679269091815,0.0951172517899743,1
50,0.1,0.1,1,179,0.982558139534884,0.738636363636364,0.983625427464062,0.451887047344433,2
50,0.1,0.1,1,180,0.350253807106599,0.164893617021277,0.355862234557073,0.608308016436891,7
50,0.1,0.1,1,181,0.922190201729107,0.592592592592593,0.999988252285683,0.764541860012367,2
50,0.1,0.1,1,182,0.680597014925373,0.819277108433735,0.999777578614994,0.413221348816873,2
50,0.1,0.1,1,183,0.591954022988506,0.394117647058824,0.999868584544986,0.299758863674931,1
50,0.1,0.1,1,184,0.897435897435897,0.171052631578947,0.999717825107005,0.476030478026976,3
50,0.1,0.1,1,185,0.601307189542484,0.230529595015576,0.998282221421265,0.532882782728683,3
50,0.1,0.1,1,186,0.959459459459459,0.372990353697749,0.633646286744712,0.96846814998243,2
50,0.1,0.1,1,187,0.450704225352113,0.208219178082192,0.999803437076707,0.814599047947311,2
50,0.1,0.1,1,188,0.531073446327684,0.256830601092896,0.311634083969864,0.12454838478986,6
50,0.1,0.1,1,189,0.196363636363636,0.269503546099291,0.00314064317141942,0.0506664473059405,2
50,0.1,0.1,1,190,0.297029702970297,NA,0.998711539733216,0.436599174280647,2
50,0.1,0.1,1,191,0.572254335260116,0.412979351032448,0.999829918448994,0.0899921097567137,2
50,0.1,0.1,1,192,0.629508196721312,NA,0.999733944125516,0.904608425292529,1
50,0.1,0.1,1,193,0.924418604651163,0.46064139941691,0.999461956997309,0.890616237192339,2
50,0.1,0.1,1,194,0.659025787965616,0.795640326975477,0.957001861795059,0.143327006150003,3
50,0.1,0.1,1,195,0.395209580838323,NA,0.999995461111576,0.729673016851892,1
50,0.1,0.1,1,196,0.274143302180685,0.650306748466258,0.998376253231541,0.325121566119612,3
50,0.1,0.1,1,197,0.976109215017065,0.102040816326531,0.999595628465924,0.368054113100718,2
50,0.1,0.1,1,198,0.558139534883721,0.209230769230769,0.999144394003234,0.667608498540235,2
50,0.1,0.1,1,199,0.746438746438746,0.476190476190476,0.99980469845762,0.191411428829029,1
50,0.1,0.1,1,200,0.740359897172236,0.697201017811705,0.999750500639112,0.480737638427223,3
100,0.1,0.1,1,1,0.54,0.578811369509044,0.999718094724147,0.149195366462027,3
100,0.1,0.1,1,2,0.777464788732394,0.182336182336182,0.999667891733021,0.0828668115760322,3
100,0.1,0.1,1,3,0.818181818181818,0.228971962616822,0.464977543352916,0.0512331292760444,5
100,0.1,0.1,1,4,0.622950819672131,0.552567237163814,0.930303908759127,0.21480287638597,6
100,0.1,0.1,1,5,0.8125,0.784810126582278,0.800165276437503,0.665107643961856,3
100,0.1,0.1,1,6,0.738916256157635,0.180952380952381,0.616087809517136,0.0934825274568571,3
100,0.1,0.1,1,7,0.630541871921182,0.131707317073171,0.831328224228906,0.313740832722784,4
100,0.1,0.1,1,8,0.124031007751938,0.326633165829146,0.159844189034783,0.955835775356854,5
100,0.1,0.1,1,9,0.163934426229508,0.542056074766355,0.998956366519925,0.331687922997664,4
100,0.1,0.1,1,10,0.76056338028169,0.147058823529412,0.962807857457486,0.0967040024515202,6
100,0.1,0.1,1,11,0.987775061124694,0.840506329113924,0.998583887044814,0.0517674809849733,2
100,0.1,0.1,1,12,0.614634146341463,0.744416873449132,0.988516713859398,0.758616686507018,4
100,0.1,0.1,1,13,0.466165413533835,0.50125313283208,0.997154302400778,0.867275844508165,5
100,0.1,0.1,1,14,0.818401937046005,0.627160493827161,0.998698568005397,0.186063747691054,2
100,0.1,0.1,1,15,0.848341232227488,0.114558472553699,0.999283921580882,0.587583268627074,5
100,0.1,0.1,1,16,0.545893719806763,0.992700729927007,0.702550733405249,0.544131063304918,6
100,0.1,0.1,1,17,0.382513661202186,0.588859416445623,0.874441894153704,0.645346586349726,3
100,0.1,0.1,1,18,0.420353982300885,0.573951434878587,0.998644224630169,0.509713862868701,6
100,0.1,0.1,1,19,0.464037122969838,0.245192307692308,0.999858985171328,0.0468516279651154,4
100,0.1,0.1,1,20,0.854368932038835,0.385714285714286,0.999994284795945,0.525444781324667,5
100,0.1,0.1,1,21,0.803418803418803,0.71264367816092,0.998096049542276,0.988306717672537,4
100,0.1,0.1,1,22,0.68641975308642,0.621176470588235,0.998553279008872,0.53295515104881,4
100,0.1,0.1,1,23,0.934306569343066,0.921182266009852,0.999566220446956,0.57471652827719,5
100,0.1,0.1,1,24,0.164102564102564,0.378238341968912,0.998767460365903,0.713994111191879,4
100,0.1,0.1,1,25,0.877934272300469,0.906862745098039,0.998080941375536,0.661378945200706,4
100,0.1,0.1,1,26,0.695187165775401,0.608695652173913,0.999433191618587,0.0630961785104273,3
100,0.1,0.1,1,27,0.329896907216495,NA,0.998909867410508,0.105283303238261,1
100,0.1,0.1,1,28,0.857142857142857,0.398989898989899,0.663696975894013,0.442228070379302,7
100,0.1,0.1,1,29,0.582887700534759,0.751381215469613,0.998041945781821,0.662344876356387,2
100,0.1,0.1,1,30,0.472477064220183,NA,0.9990552193152,0.381352613009778,1
100,0.1,0.1,1,31,0.827225130890052,0.876288659793814,0.998862509921249,0.954968493707855,3
100,0.1,0.1,1,32,0.665105386416862,0.159036144578313,0.999891300425689,0.0967939067566673,6
100,0.1,0.1,1,33,0.708045977011494,0.585812356979405,0.999223101188558,0.427513132395852,6
100,0.1,0.1,1,34,0.516455696202532,0.126262626262626,0.682813612577248,0.0844880267938219,4
100,0.1,0.1,1,35,0.550588235294118,0.633802816901408,0.988251167810697,0.277246753955852,4
100,0.1,0.1,1,36,0.759162303664921,0.458762886597938,0.998778653672717,0.426602170589714,4
100,0.1,0.1,1,37,0.760180995475113,0.422273781902552,0.998060131569398,0.657256002051284,4
100,0.1,0.1,1,38,0.879356568364611,0.196891191709845,0.997763540993417,0.115415980126722,2
100,0.1,0.1,1,39,0.931567328918322,0.890380313199105,0.999981163558297,0.830014703890602,5
100,0.1,0.1,1,40,0.502463054187192,0.897243107769424,0.998204374466458,0.497879895668251,1
100,0.1,0.1,1,41,0.294252873563218,0.0632054176072235,0.999043190247005,0.401177371506661,3
100,0.1,0.1,1,42,0.908235294117647,0.516587677725118,0.999393450871977,0.561812881353024,4
100,0.1,0.1,1,43,0.420253164556962,0.853598014888337,0.999976905037947,0.310697897138194,4
100,0.1,0.1,1,44,0.997429305912596,0.601671309192201,0.998947716150759,0.964455801082326,2
100,0.1,0.1,1,45,0.624671916010499,0.331683168316832,0.998858067576406,0.244681420452074,2
100,0.1,0.1,1,46,0.619647355163728,0.337531486146096,0.998518553695069,0.020635630856488,4
100,0.1,0.1,1,47,0.266009852216749,NA,0.99921688343386,0.352389359263667,1
100,0.1,0.1,1,48,0.898477157360406,0.950131233595801,0.996760722766132,0.161055859909314,6
100,0.1,0.1,1,49,0.20873786407767,0.158567774936061,0.854447323609338,0.50782007204491,2
100,0.1,0.1,1,50,0.480952380952381,0.582938388625592,0.252554162437652,0.895651222015712,5
100,0.1,0.1,1,51,0.330049261083744,0.580645161290323,0.930249907020298,0.157713313013308,5
100,0.1,0.1,1,52,0.139088729016787,0.00952380952380952,0.333122607694637,0.002434878564714,3
100,0.1,0.1,1,53,0.835443037974684,NA,0.997231045128519,0.941552390352489,2
100,0.1,0.1,1,54,0.257534246575342,NA,1,0.0669502961380358,1
100,0.1,0.1,1,55,0.176470588235294,0.76056338028169,0.23468762950338,0.518502270001076,7
100,0.1,0.1,1,56,0.766169154228856,0.875,0.708903835045538,0.547479517838009,3
100,0.1,0.1,1,57,0.632390745501285,0.421052631578947,0.731396113006874,0.578286712696252,3
100,0.1,0.1,1,58,0.628140703517588,NA,0.999929184652945,0.633995022200359,2
100,0.1,0.1,1,59,0.5,0.702970297029703,0.995908599547673,0.0374423382643853,3
100,0.1,0.1,1,60,0.639080459770115,0.18348623853211,0.999348339249112,0.327947815680355,6
100,0.1,0.1,1,61,0.374025974025974,0.255102040816327,0.999730786672369,0.528049179317232,4
100,0.1,0.1,1,62,0.994736842105263,0.23936170212766,0.999628757200473,0.624349063378568,1
100,0.1,0.1,1,63,1,0.557544757033248,0.999482576806431,0.829702978255782,5
100,0.1,0.1,1,64,0.755868544600939,NA,0.983144893425894,0.464058506797036,1
100,0.1,0.1,1,65,0.24,0.0522565320665083,0.998963081430987,0.936919150711411,1
100,0.1,0.1,1,66,0.671916010498688,0.9923273657289,0.999889666633414,0.405533071567831,3
100,0.1,0.1,1,67,0.413793103448276,0.394618834080717,0.99945004523723,0.708732962507652,3
100,0.1,0.1,1,68,0.847117794486215,0.426150121065375,0.999672435287887,0.124026244949302,5
100,0.1,0.1,1,69,0.736040609137056,0.689826302729528,0.999966989692406,0.896691595184933,5
100,0.1,0.1,1,70,0.753950338600451,0.153132250580046,0.999261301672332,0.124975147885705,5
100,0.1,0.1,1,71,0.50363196125908,0.801033591731266,0.999464726128608,0.882301051469314,6
100,0.1,0.1,1,72,0.863741339491917,NA,0.999565349572717,0.352876160509463,4
100,0.1,0.1,1,73,0.883295194508009,0.50462962962963,0.996440900317422,0.876223233680066,5
100,0.1,0.1,1,74,0.886255924170616,0.463356973995272,0.999741386905614,0.190702545146615,2
100,0.1,0.1,1,75,0.49238578680203,0.717277486910995,0.779331347064655,0.872750669611661,4
100,0.1,0.1,1,76,0.230588235294118,0.144859813084112,0.687356741976151,0.871471995855146,4
100,0.1,0.1,1,77,0.888324873096447,0.792650918635171,0.992770052991482,0.455486204376443,4
100,0.1,0.1,1,78,0.873303167420814,0.0412844036697248,0.998021684813749,0.928363029116053,3
100,0.1,0.1,1,79,0.845965770171149,0.655,0.99949451477179,0.655825264276099,3
100,0.1,0.1,1,80,0.547126436781609,0.893518518518518,0.350878921161609,0.232934388778988,7
100,0.1,0.1,1,81,0.475961538461538,0.347826086956522,0.997979044752712,0.504021155931808,3
100,0.1,0.1,1,82,0.633333333333333,0.0512820512820513,0.0874056967946248,0.773302594321902,8
100,0.1,0.1,1,83,0.252577319587629,0.202072538860104,0.585687236575885,0.0852978034724565,2
100,0.1,0.1,1,84,0.994652406417112,0.299727520435967,0.999403618821287,0.387736854363543,2
100,0.1,0.1,1,85,0.571428571428571,0.584474885844749,0.99899662397696,0.716686952000132,3
100,0.1,0.1,1,86,0.162291169451074,0.501216545012166,0.99735836758034,0.156201418120004,1
100,0.1,0.1,1,87,0.299287410926366,0.782816229116945,0.999432340091628,0.341165067800223,3
100,0.1,0.1,1,88,0.655502392344498,0.166666666666667,0.999527383896039,0.0440233219404976,2
100,0.1,0.1,1,89,0.234146341463415,0.875305623471883,0.828211393422359,0.558023106461204,3
100,0.1,0.1,1,90,0.762402088772846,NA,0.999964889938814,0.561642076661584,1
100,0.1,0.1,1,91,0.439306358381503,0.825842696629214,0.998116885848842,0.972302229747585,4
100,0.1,0.1,1,92,0.664739884393064,0.152046783625731,0.759939803515643,0.392329569542527,3
100,0.1,0.1,1,93,0.710588235294118,0.361948955916473,0.996997129489992,0.283998418076522,3
