"n.tips","alpha","delta.th","rep","p.forward","p.std","p.pr","p.comb.std","p.comb.pr","p.phyloglm","prune.ok","sig_f","sig_std","sig_pr","sig_plg"
200,0.5,8,25,0.00113825448514641,0.782435129740519,0.806387225548902,0.0558882235528942,0.183632734530938,6.29622763671744e-07,TRUE,TRUE,FALSE,FALSE,TRUE
500,0.5,8,25,0.83541896241802,0.119760479041916,0.0718562874251497,0.239520958083832,0.143712574850299,0.710746294199981,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,8,25,0.375402039270324,NA,NA,0.0192307692307692,0.0945626477541371,0.00117674851834705,TRUE,FALSE,NA,NA,TRUE
500,2,8,25,0.106060799674362,0.93812375249501,0.93812375249501,1,1,1.06903088562062e-11,TRUE,FALSE,FALSE,FALSE,TRUE
200,8,8,25,1.76457870220123e-42,0.004,0.00803212851405622,0.008,0.0160642570281124,5.89487380252197e-06,TRUE,TRUE,TRUE,TRUE,TRUE
500,8,8,25,5.54632460088413e-42,0.323353293413174,0.335329341317365,0.0159680638722555,0.031936127744511,0.00720037523632439,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,2,26,0.953524632959674,0.459081836327345,0.327345309381238,0.63872255489022,0.654690618762475,0.403685734874606,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,26,0.0199651910904579,0.686626746506986,0.7624750499002,0.24750499001996,0.367265469061876,0.993153113477498,TRUE,TRUE,FALSE,FALSE,FALSE
200,2,2,26,2.34451659779879e-07,0.307385229540918,0.259481037924152,0.223552894211577,0.215568862275449,4.3169962476806e-06,TRUE,TRUE,FALSE,FALSE,TRUE
500,2,2,26,0.857056718353901,0.415169660678643,0.506986027944112,0.526946107784431,0.526946107784431,0.723771056980466,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,2,26,3.0574387755631e-16,0.962075848303393,0.890219560878243,1,1,1.45397329157418e-05,TRUE,TRUE,FALSE,FALSE,TRUE
500,8,2,26,3.95360769757609e-07,0.068,0.0518962075848303,0.136,0.103792415169661,0.0289168880455642,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,4,26,0.0698883535853546,0.0885311871227364,0.0681362725450902,0.177062374245473,0.13627254509018,0.311829467169074,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,4,26,0.0965914430926246,0.730923694779116,0.688,1,1,0.984695793730685,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,26,0.00589144129314277,0.894211576846307,0.862275449101796,0.159680638722555,0.207584830339321,0.00313399577288265,TRUE,TRUE,FALSE,FALSE,TRUE
500,2,4,26,1.03876224085814e-09,0.538922155688623,0.502994011976048,0.103792415169661,0.167664670658683,2.36287209522379e-06,TRUE,TRUE,FALSE,FALSE,TRUE
200,8,4,26,0.775940752216491,0.642714570858283,0.758483033932136,0.407185628742515,0.415169660678643,0.977198253694702,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,4,26,6.55138382778164e-26,0.642714570858283,0.630738522954092,0.0399201596806387,0.0479041916167665,9.48422023179429e-05,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,8,26,0.784460828952025,0.594810379241517,0.562874251497006,1,1,0.364469997714244,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,8,26,0.319809485621985,0.0558882235528942,0.0399201596806387,0.111776447105788,0.0798403193612774,1.99836708296164e-05,TRUE,FALSE,FALSE,TRUE,TRUE
200,2,8,26,0.00349711906151327,0.147704590818363,0.207584830339321,0.295409181636727,0.415169660678643,5.72428637106167e-05,TRUE,TRUE,FALSE,FALSE,TRUE
500,2,8,26,7.00378299668271e-28,0.934131736526946,0.966067864271457,0.00798403193612774,0.031936127744511,6.38330953766855e-13,TRUE,TRUE,FALSE,FALSE,TRUE
200,8,8,26,1.03135937296139e-13,0.255489021956088,0.255489021956088,0.127744510978044,0.103792415169661,0.0012688865041806,TRUE,TRUE,FALSE,FALSE,TRUE
500,8,8,26,0.731517304098328,0.131736526946108,0.119760479041916,0.263473053892216,0.239520958083832,0.856138678148101,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,2,27,0.140424184929156,0.367265469061876,0.375249500998004,0.734530938123752,0.750499001996008,0.999162657723774,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,27,0.36356231067284,0.0678642714570858,0.0479041916167665,0.135728542914172,0.0958083832335329,0.964719762723021,TRUE,FALSE,FALSE,TRUE,FALSE
200,2,2,27,0.018712345642148,0.770459081836327,0.818363273453094,1,1,0.973231338598206,TRUE,TRUE,FALSE,FALSE,FALSE
500,2,2,27,1.61645640416492e-07,0.914171656686627,0.982035928143713,0.0159680638722555,0.0399201596806387,8.74179071196621e-08,TRUE,TRUE,FALSE,FALSE,TRUE
200,8,2,27,0.174302530764069,0.0718562874251497,0.155688622754491,0.143712574850299,0.311377245508982,0.998063543613157,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,2,27,1.14257859157118e-19,0.223552894211577,0.259481037924152,0.0479041916167665,0.103792415169661,9.44299432568199e-17,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,4,27,0.143895578112225,0.0439121756487026,0.0518962075848303,0.0878243512974052,0.103792415169661,0.232769057115459,TRUE,FALSE,TRUE,FALSE,FALSE
500,0.5,4,27,0.486147095207564,0.894211576846307,0.930139720558882,1,1,0.932072654670807,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,27,0.0890328910545271,0.37125748502994,0.411177644710579,0.74251497005988,0.822355289421158,0.939654343920701,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,4,27,5.4298695351504e-05,0.850299401197605,0.682634730538922,0.103792415169661,0.151696606786427,0.462168482792452,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,4,27,4.29203684817338e-05,0.682634730538922,0.918163672654691,0.598802395209581,0.894211576846307,0.00049407870354431,TRUE,TRUE,FALSE,FALSE,TRUE
500,8,4,27,0.00675802620360013,0.103792415169661,0.0998003992015968,0.207584830339321,0.199600798403194,0.107226833423846,TRUE,TRUE,FALSE,FALSE,FALSE
200,0.5,8,27,0.103834015731052,0.272,0.275449101796407,0.272545090180361,0.305220883534137,0.724199118454191,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,8,27,8.58473678443069e-09,0.187624750499002,0.215568862275449,0.031936127744511,0.0239520958083832,0.679682246620275,TRUE,TRUE,FALSE,FALSE,FALSE
200,2,8,27,0.281499364734605,0.658682634730539,0.714570858283433,1,1,0.99246658328924,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,8,27,0.409939132585688,0.12375249500998,0.0998003992015968,0.24750499001996,0.199600798403194,0.996311687221336,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,8,27,0.399668303387798,0.0439121756487026,0.063872255489022,0.0878243512974052,0.127744510978044,0.0029946268846575,TRUE,FALSE,TRUE,FALSE,TRUE
500,8,8,27,0.0141272745893636,0.606786427145709,0.586826347305389,0.263473053892216,0.399201596806387,0.00863080316746674,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,2,28,0.0635131559140736,0.487025948103792,0.630738522954092,0.974051896207585,1,0.996107605859048,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,28,0.168771153277558,0.0119760479041916,0.0119760479041916,0.0239520958083832,0.0239520958083832,0.982420052218698,TRUE,FALSE,TRUE,TRUE,FALSE
200,2,2,28,0.31791517512932,0.0758483033932136,0.0558882235528942,0.151696606786427,0.111776447105788,0.5571722021337,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,2,28,0.869147595218645,0.287425149700599,0.243512974051896,0.431137724550898,0.279441117764471,0.87026917047461,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,2,28,0.841137659657975,0.0998003992015968,0.0958083832335329,0.199600798403194,0.191616766467066,0.833743404250765,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,2,28,0.362589355380775,0.69061876247505,0.710578842315369,1,1,0.995386175494163,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,4,28,0.620060933513165,0.862275449101796,0.982035928143713,1,1,0.980516274316206,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,4,28,0.296501853243915,0.127744510978044,0.103792415169661,0.255489021956088,0.207584830339321,0.926795532904708,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,28,0.000276484316187415,0.558882235528942,0.754491017964072,1,1,1.50973826214451e-10,TRUE,TRUE,FALSE,FALSE,TRUE
500,2,4,28,3.93489470710084e-06,0.88622754491018,0.794411177644711,0.00798403193612774,0.00798403193612774,1.67249588461522e-17,TRUE,TRUE,FALSE,FALSE,TRUE
200,8,4,28,0.160927735377429,0.256513026052104,0.287425149700599,0.513026052104208,0.464,0.99913415615025,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,4,28,0.127158163842482,0.0878243512974052,0.0998003992015968,0.17564870259481,0.199600798403194,0.995858076113089,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,8,28,0.543347972762245,0.063872255489022,0.0718562874251497,0.127744510978044,0.143712574850299,0.999943082349769,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,8,28,0.0294214945909322,0.323353293413174,0.343313373253493,0.646706586826347,0.630738522954092,0.853774800345649,TRUE,TRUE,FALSE,FALSE,FALSE
200,2,8,28,4.25428458313364e-08,0.0479041916167665,0.0758483033932136,0.0958083832335329,0.151696606786427,0.0218807673787185,TRUE,TRUE,TRUE,FALSE,TRUE
500,2,8,28,0.208863384858617,0.626746506986028,0.706586826347305,1,1,0.999976047875962,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,8,28,0.0244358923452061,0.526946107784431,0.49500998003992,0.998003992015968,0.958083832335329,0.221419780943582,TRUE,TRUE,FALSE,FALSE,FALSE
500,8,8,28,0.384967068933171,0.606786427145709,0.626746506986028,0.447105788423154,0.399201596806387,0.932767795227694,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,2,29,0.599255024940078,0.813627254509018,0.748,1,1,0.993850743194119,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,29,0.561803213263637,0.151696606786427,0.12375249500998,0.303393213572854,0.24750499001996,0.779890660795627,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,29,0.801884007059227,0.0359281437125748,0.0239520958083832,0.0718562874251497,0.0479041916167665,0.630001934129473,TRUE,FALSE,TRUE,TRUE,FALSE
500,2,2,29,3.92120859996758e-07,0.882235528942116,0.93812375249501,0.0878243512974052,0.0718562874251497,0.997403770778254,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,2,29,7.26473810769767e-06,0.0402414486921529,0.0200400801603206,0.0804828973843058,0.0400801603206413,0.00100502112794677,TRUE,TRUE,TRUE,TRUE,TRUE
500,8,2,29,5.48846931738488e-11,0.183632734530938,0.179640718562874,0.0558882235528942,0.0239520958083832,7.34285692818189e-09,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,4,29,0.934238956110226,0.522954091816367,0.56686626746507,0.598802395209581,0.455089820359281,0.998546416147738,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,4,29,0.525198859654683,NA,NA,0.0263157894736842,0.0283687943262411,0.810212743975279,TRUE,FALSE,NA,NA,FALSE
200,2,4,29,0.00943400787304982,0.0199600798403194,0.0199600798403194,0.0399201596806387,0.0399201596806387,0.839510649766887,TRUE,TRUE,TRUE,TRUE,FALSE
500,2,4,29,0.668418236252677,0.419161676646707,0.331337325349301,0.838323353293413,0.662674650698603,0.738779137447999,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,4,29,2.25562781948353e-16,0.0279441117764471,0.00798403193612774,0.0558882235528942,0.0159680638722555,5.62234098674193e-06,TRUE,TRUE,TRUE,TRUE,TRUE
500,8,4,29,4.80580286630881e-28,0.275449101796407,0.191616766467066,0.0239520958083832,0.0239520958083832,7.97384696303426e-12,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,8,29,0.000936931324357573,0.435129740518962,0.439121756487026,0.303393213572854,0.375249500998004,7.69653907946243e-07,TRUE,TRUE,FALSE,FALSE,TRUE
500,0.5,8,29,0.80868852090943,0.263473053892216,0.311377245508982,0.526946107784431,0.622754491017964,0.978859144417625,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,8,29,1.57188037348614e-06,0.958083832335329,0.930139720558882,0.103792415169661,0.119760479041916,4.86643028512142e-10,TRUE,TRUE,FALSE,FALSE,TRUE
500,2,8,29,0.361748675449654,0.491017964071856,0.491017964071856,0.982035928143713,0.982035928143713,0.00668437424916279,TRUE,FALSE,FALSE,FALSE,TRUE
200,8,8,29,0.610899038163827,0.271457085828343,0.263473053892216,0.542914171656687,0.526946107784431,0.0293328733550263,TRUE,FALSE,FALSE,FALSE,TRUE
500,8,8,29,0.302872126308565,0.0159680638722555,0.0239520958083832,0.031936127744511,0.0479041916167665,0.757540636312737,TRUE,FALSE,TRUE,TRUE,FALSE
200,0.5,2,30,0.250852186546699,0.870259481037924,0.858283433133733,0.455089820359281,0.56686626746507,0.947646459427388,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,30,0.317016566667794,0.958083832335329,0.93812375249501,1,1,0.999146022052433,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,30,0.127704857543896,0.287425149700599,0.279441117764471,0.359281437125749,0.42315369261477,0.99773362583911,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,2,30,0.187574667641004,0.678642714570858,0.702594810379242,0.0958083832335329,0.0878243512974052,0.520233461745518,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,2,30,0.224513508832181,0.127744510978044,0.103792415169661,0.255489021956088,0.207584830339321,0.463071672246876,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,2,30,1.80073429544773e-07,0.419161676646707,0.387225548902196,0.00798403193612774,0.0159680638722555,0.000648204768050677,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,4,30,0.198933502293096,0.351297405189621,0.271457085828343,0.702594810379242,0.542914171656687,0.576505131011289,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,4,30,0.0956486425640857,0.99001996007984,0.890219560878243,0.207584830339321,0.223552894211577,0.995545857997897,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,30,0.492909106791528,0.706586826347305,0.483033932135729,0.598802395209581,0.558882235528942,0.11131209663256,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,4,30,0.172900086629929,0.0558882235528942,0.0518962075848303,0.111776447105788,0.103792415169661,0.763916933222926,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,4,30,1.48989595090944e-07,0.978043912175649,0.966067864271457,0.471057884231537,0.590818363273453,2.02738013245702e-05,TRUE,TRUE,FALSE,FALSE,TRUE
500,8,4,30,0.271897709533577,0.842315369261477,0.978043912175649,1,1,0.999424891222817,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,8,30,0.771983449715227,0.307385229540918,0.295409181636727,0.614770459081836,0.590818363273453,0.995565794186511,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,8,30,3.07094280547958e-05,0.538922155688623,0.403193612774451,0.207584830339321,0.255489021956088,0.987612567556602,TRUE,TRUE,FALSE,FALSE,FALSE
200,2,8,30,1.29474663144781e-10,0.391217564870259,0.542914171656687,0.782435129740519,1,8.09513172113086e-10,TRUE,TRUE,FALSE,FALSE,TRUE
500,2,8,30,0.497457648987416,0.694610778443114,0.874251497005988,0.63872255489022,0.590818363273453,0.995278145452913,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,8,30,6.03337103089264e-38,0.00399201596806387,0.00798403193612774,0.00798403193612774,0.0159680638722555,9.755933996537e-08,TRUE,TRUE,TRUE,TRUE,TRUE
500,8,8,30,0.234341102209668,0.0878243512974052,0.203592814371257,0.17564870259481,0.407185628742515,9.46748266062768e-05,TRUE,FALSE,FALSE,FALSE,TRUE
200,0.5,2,31,0.760024001661048,NA,NA,0.238805970149254,1,0.999479058092596,TRUE,FALSE,NA,NA,FALSE
500,0.5,2,31,0.406803143813739,0.642714570858283,0.710578842315369,0.518962075848303,0.582834331337325,0.995613949390761,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,31,0.00167773656097638,0.407185628742515,0.590818363273453,0.81437125748503,1,0.0178849879473754,TRUE,TRUE,FALSE,FALSE,TRUE
500,2,2,31,0.701944037178483,0.722554890219561,0.882235528942116,1,1,0.995086780001621,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,2,31,0.358807627375324,0.898203592814371,0.782435129740519,0.311377245508982,0.49500998003992,0.753777116375214,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,2,31,0.864005422573604,0.431137724550898,0.42315369261477,0.862275449101796,0.846307385229541,0.999357522483903,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,4,31,0.130990578809144,0.192,0.184,0.384,0.368,0.998863833737047,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,4,31,0.0328749851699801,0.391217564870259,0.431137724550898,0.782435129740519,0.862275449101796,0.661397936111135,TRUE,TRUE,FALSE,FALSE,FALSE
200,2,4,31,0.00109516704665951,0.207584830339321,0.119760479041916,0.031936127744511,0.0479041916167665,1.11255577275724e-10,TRUE,TRUE,FALSE,FALSE,TRUE
500,2,4,31,0.360118807125509,0.031936127744511,0.0798403193612774,0.063872255489022,0.159680638722555,0.985888993504667,TRUE,FALSE,TRUE,FALSE,FALSE
200,8,4,31,0.0596317055192267,0.954091816367265,0.818363273453094,0.982035928143713,0.782435129740519,0.0645044728019907,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,4,31,2.89194897498046e-35,0.239520958083832,0.291417165668663,0.00798403193612774,0.0159680638722555,2.10555814810261e-14,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,8,31,0.00379923463471576,0.063872255489022,0.0598802395209581,0.127744510978044,0.119760479041916,0.681548378152931,TRUE,TRUE,FALSE,FALSE,FALSE
500,0.5,8,31,0.197768525867984,0.119760479041916,0.151696606786427,0.239520958083832,0.303393213572854,0.815118070136755,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,8,31,0.982467716344975,0.24750499001996,0.183632734530938,0.447105788423154,0.367265469061876,0.929113996468659,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,8,31,3.3337414727519e-12,0.0598802395209581,0.031936127744511,0.119760479041916,0.063872255489022,1.22755642502884e-13,TRUE,TRUE,FALSE,TRUE,TRUE
200,8,8,31,0.394863264667965,0.970059880239521,0.88622754491018,1,1,0.507470250747117,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,8,31,1.91174050520651e-83,0.407185628742515,0.431137724550898,0.24750499001996,0.31936127744511,3.68764733823223e-12,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,2,32,0.382722509389881,0.698602794411178,0.750499001996008,0.17564870259481,0.135728542914172,0.999350844985053,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,32,0.292623096900726,0.139720558882236,0.139720558882236,0.279441117764471,0.279441117764471,0.811300842738259,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,32,0.970275775559184,0.834331337325349,0.970059880239521,0.135728542914172,0.223552894211577,0.00634612697104039,TRUE,FALSE,FALSE,FALSE,TRUE
500,2,2,32,0.771490685098155,0.878243512974052,0.918163672654691,1,1,0.994743808001576,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,2,32,0.0193825897383372,0.391217564870259,0.427145708582834,0.782435129740519,0.854291417165669,0.995799316898754,TRUE,TRUE,FALSE,FALSE,FALSE
500,8,2,32,0.255341852084298,0.674650698602794,0.395209580838323,1,0.790419161676647,0.558446951235126,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,4,32,0.379713198062738,0.634730538922156,0.435129740518962,1,0.870259481037924,0.996947897334249,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,4,32,0.0397129155544373,0.335329341317365,0.279441117764471,0.0239520958083832,0.0399201596806387,0.424126515136663,TRUE,TRUE,FALSE,FALSE,FALSE
200,2,4,32,0.902388572239726,0.0439121756487026,0.0359281437125748,0.0878243512974052,0.0718562874251497,0.901747353389867,TRUE,FALSE,TRUE,TRUE,FALSE
500,2,4,32,0.00247659494767421,0.115768463073852,0.151696606786427,0.231536926147705,0.303393213572854,0.514021360273969,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,4,32,2.13760995558179e-18,0.0678642714570858,0.0878243512974052,0.0239520958083832,0.0558882235528942,2.26318242608133e-10,TRUE,TRUE,FALSE,FALSE,TRUE
500,8,4,32,0.360410391191509,0.399201596806387,0.435129740518962,0.798403193612774,0.870259481037924,0.999612649269152,TRUE,FALSE,FALSE,FALSE,FALSE
200,0.5,8,32,0.000740714996460185,0.822355289421158,0.890219560878243,0.111776447105788,0.151696606786427,5.76041213569469e-07,TRUE,TRUE,FALSE,FALSE,TRUE
500,0.5,8,32,1.16768064023622e-06,0.363273453093812,0.343313373253493,0.0479041916167665,0.0159680638722555,0.00028748342237504,TRUE,TRUE,FALSE,FALSE,TRUE
200,2,8,32,0.607927674549216,0.335329341317365,0.259481037924152,0.67065868263473,0.518962075848303,0.665798769806764,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,8,32,0.525917785626692,0.0598802395209581,0.031936127744511,0.119760479041916,0.063872255489022,0.996412774857162,TRUE,FALSE,FALSE,TRUE,FALSE
200,8,8,32,0.770954592547108,0.538922155688623,0.890219560878243,0.143712574850299,0.0878243512974052,0.484393337551957,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,8,32,0.784764666302118,0.0439121756487026,0.0558882235528942,0.0878243512974052,0.111776447105788,0.548873119819993,TRUE,FALSE,TRUE,FALSE,FALSE
200,0.5,2,33,0.783628673448999,0.187624750499002,0.127744510978044,0.375249500998004,0.255489021956088,0.996735034902905,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,33,0.103175791413398,0.211576846307385,0.187624750499002,0.42315369261477,0.375249500998004,0.637193778326634,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,33,0.50570683009453,0.730538922155689,0.878243512974052,1,1,0.676102994252804,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,2,33,0.0151210180951955,0.698602794411178,0.622754491017964,0.199600798403194,0.263473053892216,0.836049201002796,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,2,33,0.790924786299412,0.518962075848303,0.630738522954092,0.646706586826347,0.678642714570858,0.997841847378833,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,2,33,0.0164588320947868,0.986027944111776,0.918163672654691,1,0.982035928143713,0.92964322130513,TRUE,TRUE,FALSE,FALSE,FALSE
200,0.5,4,33,0.00697946512152408,0.736,0.842315369261477,1,1,0.111932937563122,TRUE,TRUE,FALSE,FALSE,FALSE
500,0.5,4,33,0.611227157659833,0.119760479041916,0.0958083832335329,0.239520958083832,0.191616766467066,0.864823702859013,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,33,3.73089448228781e-06,0.0998003992015968,0.131736526946108,0.199600798403194,0.263473053892216,2.56983658392354e-06,TRUE,TRUE,FALSE,FALSE,TRUE
500,2,4,33,1.43347047357517e-13,0.355289421157685,0.399201596806387,0.375249500998004,0.42315369261477,4.21344254454197e-13,TRUE,TRUE,FALSE,FALSE,TRUE
200,8,4,33,8.22677763176385e-15,0.031936127744511,0.0199600798403194,0.063872255489022,0.0399201596806387,9.42003084275184e-08,TRUE,TRUE,TRUE,TRUE,TRUE
500,8,4,33,7.8128635397743e-49,0.890219560878243,0.798403193612774,0.0239520958083832,0.0159680638722555,5.5336205481991e-22,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,8,33,0.453065028915617,0.411177644710579,0.586826347305389,0.614770459081836,0.622754491017964,0.999950119822108,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,8,33,0.00733186152887919,0.387225548902196,0.49500998003992,0.774451097804391,0.99001996007984,0.74882409721929,TRUE,TRUE,FALSE,FALSE,FALSE
200,2,8,33,0.113517780714582,0.56686626746507,0.479041916167665,0.926147704590818,0.646706586826347,0.0848138224563678,TRUE,FALSE,FALSE,FALSE,FALSE
500,2,8,33,5.49204468675182e-32,0.072289156626506,0.044,0.144578313253012,0.088,6.82554310159235e-07,TRUE,TRUE,FALSE,TRUE,TRUE
200,8,8,33,0.860418184878067,0.642714570858283,0.746506986027944,1,1,0.544973827343068,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,8,33,3.35051487726771e-40,0.794411177644711,0.810379241516966,0.0718562874251497,0.111776447105788,0.000708489982483789,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,2,34,0.315098919364582,0.942115768463074,0.994011976047904,1,1,0.667186821680441,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,34,0.418927639022774,0.778443113772455,0.74251497005988,1,1,0.868945213182945,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,2,34,0.0471017948129449,0.403193612774451,0.38,0.806387225548902,0.76,0.999400579224606,TRUE,TRUE,FALSE,FALSE,FALSE
500,2,2,34,0.000100948688726333,0.694610778443114,0.754491017964072,0.0558882235528942,0.031936127744511,0.276617585870024,TRUE,TRUE,FALSE,FALSE,FALSE
200,8,2,34,0.676316958085085,0.758483033932136,0.822355289421158,1,1,0.999870040867085,TRUE,FALSE,FALSE,FALSE,FALSE
500,8,2,34,0.0260612627998612,0.107784431137725,0.0798403193612774,0.215568862275449,0.159680638722555,0.441211885306556,TRUE,TRUE,FALSE,FALSE,FALSE
200,0.5,4,34,0.0769396328308814,0.203592814371257,0.259481037924152,0.00798403193612774,0.0399201596806387,0.669324894149688,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,4,34,0.205375472122606,0.31936127744511,0.399201596806387,0.63872255489022,0.798403193612774,0.884856343190037,TRUE,FALSE,FALSE,FALSE,FALSE
200,2,4,34,8.28658943393691e-09,0.339321357285429,0.215568862275449,0.678642714570858,0.431137724550898,1.79862976656325e-06,TRUE,TRUE,FALSE,FALSE,TRUE
500,2,4,34,0.587106330343572,0.93812375249501,0.978043912175649,1,1,0.999698393821803,TRUE,FALSE,FALSE,FALSE,FALSE
200,8,4,34,0.212117717842126,NA,NA,0.008,0.00801603206412826,0.680114461593875,TRUE,FALSE,NA,NA,FALSE
500,8,4,34,0.0385520606806085,0.506986027944112,0.522954091816367,0.455089820359281,0.199600798403194,0.959965051459029,TRUE,TRUE,FALSE,FALSE,FALSE
200,0.5,8,34,0.371387627898693,0.0598802395209581,0.0678642714570858,0.119760479041916,0.135728542914172,0.999204157263776,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,8,34,8.92202494808684e-09,0.355289421157685,0.506986027944112,0.367265469061876,0.255489021956088,0.397005596184414,TRUE,TRUE,FALSE,FALSE,FALSE
200,2,8,34,2.36035426237051e-07,0.255489021956088,0.223552894211577,0.0798403193612774,0.0798403193612774,5.71615612288362e-10,TRUE,TRUE,FALSE,FALSE,TRUE
500,2,8,34,0.254927522099952,0.255489021956088,0.435129740518962,0.510978043912176,0.726546906187625,0.0090502995446994,TRUE,FALSE,FALSE,FALSE,TRUE
200,8,8,34,3.66243349639968e-24,0.351297405189621,0.419161676646707,0.0798403193612774,0.151696606786427,0.000499763649414449,TRUE,TRUE,FALSE,FALSE,TRUE
500,8,8,34,3.58714231655516e-69,0.283433133732535,0.259481037924152,0.031936127744511,0.031936127744511,0.000313676972350189,TRUE,TRUE,FALSE,FALSE,TRUE
200,0.5,2,35,0.622594499016922,0.363273453093812,0.411177644710579,0.726546906187625,0.822355289421158,0.956934138589123,TRUE,FALSE,FALSE,FALSE,FALSE
500,0.5,2,35,0.203143268888568,0.830339321357285,0.718562874251497,0.0239520958083832,0.0159680638722555,0.995741010693508,TRUE,FALSE,FALSE,FALSE,FALSE
